,ratio,rndint,learning_rate,batchsize,epochs,loss,mape,r2,time
0,0.05,678.0,0.001,6.0,10000.0,27.902029037475582,0.0373041716087747,0.9606305438906384,72.35313844680786
1,0.05,561.0,0.001,6.0,10000.0,6.533843994140625,0.0257659201130062,0.981980340320979,72.98699188232422
2,0.05,588.0,0.001,6.0,10000.0,7.124562740325928,0.029484403671923,0.9781471252101596,72.19601440429688
3,0.05,877.0,0.001,6.0,10000.0,7.943521976470947,0.0260070802850278,0.9847562455661302,71.11403822898865
4,0.05,490.0,0.001,6.0,10000.0,4.4930419921875,0.0285083455253982,0.9761922823707188,73.29185223579407
5,0.05,721.0,0.001,6.0,10000.0,18.006784439086914,0.0274952421421395,0.9821273674587416,70.93518710136414
6,0.05,75.0,0.001,6.0,10000.0,15.454559326171877,0.0304625222147262,0.9747888752991476,70.19048953056335
7,0.05,985.0,0.001,6.0,10000.0,7.075164794921875,0.0260839205765679,0.9831401124650416,71.9981689453125
8,0.05,669.0,0.001,6.0,10000.0,10.54413890838623,0.0281555422598297,0.9807839691003544,72.11504459381104
9,0.05,999.0,0.001,6.0,10000.0,5.664296627044678,0.0318854544402505,0.9735828105389768,71.09629583358765
10,0.05,936.0,0.001,6.0,10000.0,9.462849617004396,0.0326364769232059,0.9733695663435216,72.6136839389801
11,0.05,816.0,0.001,6.0,10000.0,5.636393070220947,0.0328286633970491,0.9764136027667384,72.01553606987
12,0.05,829.0,0.001,6.0,10000.0,4.499837398529053,0.0260999490331143,0.9800640127568184,71.15974164009094
13,0.05,48.0,0.001,6.0,10000.0,19.49991798400879,0.0356233229783692,0.9701042494548824,73.17399048805237
14,0.05,272.0,0.001,6.0,10000.0,9.536091804504396,0.0338595547970194,0.9637597609635832,72.26303839683533
15,0.05,390.0,0.001,6.0,10000.0,10.31065845489502,0.0266491717455386,0.985432003206551,70.85300731658936
16,0.05,633.0,0.001,6.0,10000.0,1.2652486562728882,0.0297939131248961,0.9767381546245284,72.72944831848145
17,0.05,854.0,0.001,6.0,10000.0,2.869038820266724,0.0309500963410026,0.9784324110940348,71.27287459373474
18,0.05,562.0,0.001,6.0,10000.0,3.1440227031707764,0.0225472842845663,0.9858605865223584,71.11310291290283
19,0.05,725.0,0.001,6.0,10000.0,10.009480476379396,0.0311276431621613,0.9741412990403028,71.38671255111694
20,0.05,222.0,0.001,6.0,10000.0,4.62225341796875,0.02563842801534,0.9825641006807996,71.54775810241699
21,0.05,731.0,0.001,6.0,10000.0,3.452168703079224,0.0247063122102051,0.9832292638815784,72.08910584449768
22,0.05,791.0,0.001,6.0,10000.0,6.395314693450928,0.0290170729898113,0.9796557735427972,70.6859769821167
23,0.05,593.0,0.001,6.0,10000.0,2.590850830078125,0.0282511472088914,0.9760843886534676,70.98540806770325
24,0.05,180.0,0.001,6.0,10000.0,7.925333499908447,0.0304882116836363,0.9744230311261308,71.1340799331665
25,0.05,147.0,0.001,6.0,10000.0,12.27863597869873,0.0273111599118215,0.9812193874229546,72.91383075714111
26,0.05,237.0,0.001,6.0,10000.0,4.129831790924072,0.0241896974828723,0.9859156390755284,72.77062940597534
27,0.05,951.0,0.001,6.0,10000.0,6.551564693450928,0.0251956209966021,0.9840102405051964,72.30080366134644
28,0.05,297.0,0.001,6.0,10000.0,9.051676750183104,0.0272005270377828,0.9762573358519172,71.29874539375305
29,0.05,711.0,0.001,6.0,10000.0,5.272145748138428,0.033139816431396,0.9701856478411898,70.88730812072754
30,0.05,395.0,0.001,6.0,10000.0,7.041269779205322,0.0294890062610629,0.9742741890881866,73.13312005996704
31,0.05,16.0,0.001,6.0,10000.0,4.714437007904053,0.0351163411371011,0.9645664785195308,70.32132601737976
32,0.05,171.0,0.001,6.0,10000.0,9.885467529296877,0.0374997704457438,0.9618094656054152,71.64731955528259
33,0.05,530.0,0.001,6.0,10000.0,5.187154293060303,0.0291645808068821,0.980307397688835,71.57553601264954
34,0.05,794.0,0.001,6.0,10000.0,7.249765872955322,0.0295977854064692,0.9749224079959116,70.980233669281
35,0.05,111.0,0.001,6.0,10000.0,6.387939453125,0.0301827926465902,0.9757542550170164,72.88723278045654
36,0.05,968.0,0.001,6.0,10000.0,2.835113525390625,0.0292607768556132,0.9697636330513266,71.95154547691345
37,0.05,996.0,0.001,6.0,10000.0,1.9274393320083616,0.025021959025692,0.9842787788854872,71.2816641330719
38,0.05,759.0,0.001,6.0,10000.0,2.0664875507354736,0.0266694237863641,0.9806721455065904,72.05144715309143
39,0.05,986.0,0.001,6.0,10000.0,7.041463375091553,0.032065866061507,0.9752013734840828,72.87940335273743
40,0.05,930.0,0.001,6.0,10000.0,4.404988765716553,0.0315329687301965,0.9731961833562588,70.832359790802
41,0.05,554.0,0.001,6.0,10000.0,7.579010009765625,0.0278382013040759,0.9823931358082651,70.84119963645935
42,0.05,928.0,0.001,6.0,10000.0,12.4898681640625,0.036819041837433,0.9658858556951272,72.71680641174316
43,0.05,78.0,0.001,6.0,10000.0,8.891204833984375,0.0252361580889324,0.9808158184867916,70.73242521286011
44,0.05,294.0,0.001,6.0,10000.0,7.537882328033447,0.0293591598348761,0.9805734580894224,71.17211771011353
45,0.05,582.0,0.001,6.0,10000.0,2.3654377460479736,0.0268531619182716,0.9766191443186027,71.88114762306213
46,0.05,249.0,0.001,6.0,10000.0,6.358418941497803,0.0282121155719872,0.977451383314942,71.94617342948914
47,0.05,35.0,0.001,6.0,10000.0,29.27353858947754,0.0413525356065764,0.9645034769436636,71.09825110435486
48,0.05,634.0,0.001,6.0,10000.0,5.421142578125,0.0386044785972973,0.96181893895721,70.94215178489685
49,0.05,510.0,0.001,6.0,10000.0,1.3817952871322632,0.0304942397307461,0.970450669018082,71.45167779922485
50,0.1,678.0,0.001,6.0,10000.0,3.733988523483277,0.0175600897074461,0.9917993023362948,145.15650629997253
51,0.1,877.0,0.001,6.0,10000.0,7.731191158294678,0.0239309238783462,0.9855396390953796,142.69009470939636
52,0.1,561.0,0.001,6.0,10000.0,7.843180179595947,0.0189652844412755,0.9908858631771,145.55814290046692
53,0.1,588.0,0.001,6.0,10000.0,3.739278078079224,0.0206637361538416,0.9883935161418874,144.92185258865356
54,0.1,721.0,0.001,6.0,10000.0,8.6239013671875,0.0196596962414775,0.9902197375999982,142.03266263008118
55,0.1,75.0,0.001,6.0,10000.0,6.204569339752197,0.022276987032344,0.986975385144948,140.68701934814453
56,0.1,490.0,0.001,6.0,10000.0,10.398762702941896,0.0231878313677002,0.988086603304944,146.676664352417
57,0.1,985.0,0.001,6.0,10000.0,3.1378276348114014,0.018088811437546,0.989954761683526,143.34336185455322
58,0.1,999.0,0.001,6.0,10000.0,8.29185962677002,0.0211464077738174,0.988326535521039,141.3409595489502
59,0.1,669.0,0.001,6.0,10000.0,7.75628662109375,0.0249883735798683,0.9826801060498624,142.45287108421326
60,0.1,936.0,0.001,6.0,10000.0,2.0109660625457764,0.0207159850428318,0.9885941723416162,145.07941102981567
61,0.1,816.0,0.001,6.0,10000.0,3.1163432598114014,0.0193192238298639,0.990484639755782,144.31544280052185
62,0.1,829.0,0.001,6.0,10000.0,11.431549072265623,0.0204875021373138,0.9896659486634524,142.4675681591034
63,0.1,390.0,0.001,6.0,10000.0,9.48139476776123,0.0177647273487157,0.9921538924938434,142.35176825523376
64,0.1,272.0,0.001,6.0,10000.0,10.44627857208252,0.0214341036553312,0.9877395631364448,144.5677535533905
65,0.1,854.0,0.001,6.0,10000.0,3.746114015579224,0.0210042869592217,0.9876932236260128,141.99789881706238
66,0.1,48.0,0.001,6.0,10000.0,6.11175537109375,0.0219248612115971,0.9869276624790514,145.94056725502014
67,0.1,562.0,0.001,6.0,10000.0,6.501190185546875,0.0200938321675572,0.989592901462965,141.39890432357788
68,0.1,633.0,0.001,6.0,10000.0,2.8662922382354736,0.020690846849709,0.9884311511071278,145.68124961853027
69,0.1,222.0,0.001,6.0,10000.0,9.28132152557373,0.0200408872077285,0.9884029352239668,141.63015604019165
70,0.1,725.0,0.001,6.0,10000.0,7.504770755767822,0.0214645010743379,0.9882312285812268,142.6054027080536
71,0.1,731.0,0.001,6.0,10000.0,9.90565013885498,0.021733236923478,0.98689016389912,143.835711479187
72,0.1,593.0,0.001,6.0,10000.0,6.886403560638428,0.0199990945591576,0.9898670603301448,142.16102647781372
73,0.1,791.0,0.001,6.0,10000.0,6.575052738189697,0.0189727355473242,0.990144037893893,142.80036091804504
74,0.1,180.0,0.001,6.0,10000.0,5.797831058502197,0.0245916650393912,0.984775308522414,142.75174164772034
75,0.1,297.0,0.001,6.0,10000.0,5.219146728515625,0.0214956169061206,0.9867919202527652,142.38442707061768
76,0.1,711.0,0.001,6.0,10000.0,13.371246337890623,0.0213711468577536,0.9891589063153724,141.65125370025635
77,0.1,147.0,0.001,6.0,10000.0,3.42578125,0.0201272451975475,0.990079877380071,145.18696355819702
78,0.1,16.0,0.001,6.0,10000.0,3.816792726516724,0.0190009805280382,0.9911528421815,139.84674406051636
79,0.1,237.0,0.001,6.0,10000.0,8.180877685546875,0.0270043695232607,0.9859570460946792,145.28894186019895
80,0.1,951.0,0.001,6.0,10000.0,11.450592041015623,0.0309881212404383,0.9790274895368796,144.79434609413147
81,0.1,794.0,0.001,6.0,10000.0,5.793172359466553,0.0233997483291998,0.9857149198968896,141.14221835136414
82,0.1,530.0,0.001,6.0,10000.0,5.004933834075928,0.0182883411365769,0.9909443618774754,142.05571389198303
83,0.1,171.0,0.001,6.0,10000.0,4.5201416015625,0.0293930714265232,0.9765861438802566,143.81016492843628
84,0.1,395.0,0.001,6.0,10000.0,5.516316890716553,0.0238546539134992,0.9873495992981868,146.71447086334229
85,0.1,111.0,0.001,6.0,10000.0,6.666839599609375,0.0257134186594103,0.9839287236847772,144.12862849235535
86,0.1,968.0,0.001,6.0,10000.0,10.028645515441896,0.0219171983133905,0.9865297442415948,143.49875235557556
87,0.1,996.0,0.001,6.0,10000.0,2.7064716815948486,0.0201350144708424,0.9889294835025898,142.80514407157898
88,0.1,930.0,0.001,6.0,10000.0,2.964935302734375,0.0234400364674605,0.9866743397510012,141.5944309234619
89,0.1,554.0,0.001,6.0,10000.0,4.022705078125,0.0191437573211706,0.9898603311046285,141.92955827713013
90,0.1,759.0,0.001,6.0,10000.0,12.939677238464355,0.0248325144929593,0.987469521483688,144.21474695205688
91,0.1,78.0,0.001,6.0,10000.0,4.730306148529053,0.0227564232728541,0.9858061508667026,141.5449721813202
92,0.1,986.0,0.001,6.0,10000.0,10.86260986328125,0.0251642217615312,0.985391593710747,145.31896305084229
93,0.1,294.0,0.001,6.0,10000.0,5.279489994049072,0.0188518437335072,0.9895917674565298,141.48791790008545
94,0.1,928.0,0.001,6.0,10000.0,6.651712894439697,0.0198061959132187,0.9892445133401768,144.90202832221985
95,0.1,582.0,0.001,6.0,10000.0,3.6845295429229736,0.0191461851710187,0.9889712828807607,141.63291144371033
96,0.1,249.0,0.001,6.0,10000.0,13.66096019744873,0.0243647053817342,0.9871955642722364,142.3267982006073
97,0.1,634.0,0.001,6.0,10000.0,5.044199466705322,0.0185325617327814,0.991021244435958,141.70431518554688
98,0.1,35.0,0.001,6.0,10000.0,6.128153324127197,0.0245490207742575,0.98573818099069,141.62193369865415
99,0.1,510.0,0.001,6.0,10000.0,4.446340084075928,0.0214628171369398,0.9873493843593064,142.56973433494568
100,0.15,877.0,0.001,307.0,10000.0,10.971991539001465,0.0209832153845476,0.9887915013620736,6.980854034423828
101,0.15,721.0,0.001,307.0,10000.0,9.05941390991211,0.0159035210557292,0.9916870729743368,6.988495588302612
