,ratio,rndint,learning_rate,batchsize,epochs,loss,mape,r2,time
0,0.05,678.0,0.001,6.0,10000.0,5.072845458984375,0.0261409090884604,0.9801881178443412,71.09508013725281
1,0.05,561.0,0.001,6.0,10000.0,5.194162845611572,0.0235599081640198,0.9861179902266004,72.85043025016785
2,0.05,588.0,0.001,6.0,10000.0,5.754506587982178,0.0259930012713548,0.9811441496672952,72.64005255699158
3,0.05,490.0,0.001,6.0,10000.0,5.068410396575928,0.0318207474732271,0.9725815551993124,72.97606897354126
4,0.05,877.0,0.001,6.0,10000.0,4.892140865325928,0.031155323859688,0.9781184389942928,72.58524584770203
5,0.05,721.0,0.001,6.0,10000.0,10.188090324401855,0.0280879574075695,0.980758086834702,73.39418911933899
6,0.05,985.0,0.001,6.0,10000.0,5.993357181549072,0.0324069193522256,0.971556327356415,73.12664604187012
7,0.05,75.0,0.001,6.0,10000.0,17.57069969177246,0.0270072496763856,0.9784274081099956,71.64828085899353
8,0.05,999.0,0.001,6.0,10000.0,14.572967529296877,0.0328115351788059,0.9712324993811692,72.33578848838806
9,0.05,669.0,0.001,6.0,10000.0,6.588338375091553,0.0371996623640445,0.9692321399240338,72.73691439628601
10,0.05,936.0,0.001,6.0,10000.0,7.544321537017822,0.0316006395251387,0.97352629886803,72.07776212692261
11,0.05,48.0,0.001,6.0,10000.0,4.301503658294678,0.0276136453945849,0.9841436272013286,72.34565043449402
12,0.05,816.0,0.001,6.0,10000.0,6.164215087890625,0.0235346643293841,0.982182428984724,72.72235107421875
13,0.05,829.0,0.001,6.0,10000.0,4.254251956939697,0.0257052656452813,0.9809786158796636,73.23360562324524
14,0.05,390.0,0.001,6.0,10000.0,21.95888328552246,0.0311485156648312,0.977730409611589,72.83372139930725
15,0.05,272.0,0.001,6.0,10000.0,2.2461040019989014,0.030461729635457,0.980735265560948,73.08695244789124
16,0.05,633.0,0.001,6.0,10000.0,6.457662105560303,0.0363096189746034,0.9626221290428684,73.16150426864624
