,ratio,rndint,#trees,mape,r2
175,0.05,759.0,100.0,0.010845615926553585,0.9958295302243785
176,0.05,759.0,250.0,0.010764793957043162,0.9959574767987253
177,0.05,759.0,500.0,0.010662687071146492,0.9960648835075752
178,0.05,759.0,750.0,0.01063784011389486,0.9960597427580612
179,0.05,759.0,1000.0,0.010550633300212834,0.9960645096055227
180,0.05,390.0,10.0,0.015708156984867033,0.9933680997819054
181,0.05,390.0,100.0,0.01301523685926284,0.9950567553501608
182,0.05,390.0,250.0,0.012865014352104739,0.995142130565454
183,0.05,390.0,500.0,0.012890319832756418,0.9951375952073765
184,0.05,390.0,750.0,0.012876615735147381,0.995103084018853
185,0.05,390.0,1000.0,0.012777345942062148,0.9951990646933708
186,0.05,930.0,10.0,0.013608181611550946,0.9936504604801714
187,0.05,930.0,100.0,0.012690918482639845,0.9945255924707936
188,0.05,930.0,250.0,0.012916435457688518,0.9942493440500904
189,0.05,930.0,500.0,0.012749062329463767,0.994488677040844
190,0.05,930.0,750.0,0.012661060394763923,0.9944915803123285
191,0.05,930.0,1000.0,0.012543758610302803,0.994584980772145
192,0.05,633.0,10.0,0.013909064919060387,0.9943131836477239
193,0.05,633.0,100.0,0.012589588441724286,0.9957218305503609
194,0.05,633.0,250.0,0.012504349897526981,0.99568219588391
195,0.05,633.0,500.0,0.012448400738700629,0.9956514933594083
196,0.05,633.0,750.0,0.0123499991016992,0.9956610690431633
197,0.05,633.0,1000.0,0.012281325440204658,0.9957044429310323
198,0.05,928.0,10.0,0.014731759548619383,0.9947313825275316
199,0.05,928.0,100.0,0.013214814420591425,0.9952830120276983
200,0.05,928.0,250.0,0.012826421453084824,0.9953672538252104
201,0.05,928.0,500.0,0.012674025856744946,0.9955117469878071
202,0.05,928.0,750.0,0.012580403297336732,0.995607490740106
203,0.05,928.0,1000.0,0.012636922603834373,0.9956305679030755
204,0.05,854.0,10.0,0.015268989059225248,0.9947115771327826
205,0.05,854.0,100.0,0.013994191708740385,0.9952038214708775
206,0.05,854.0,250.0,0.013635189681366733,0.9955017036261298
207,0.05,854.0,500.0,0.013498218992413965,0.9955424316803959
208,0.05,854.0,750.0,0.013413271555902592,0.9955767843995337
209,0.05,854.0,1000.0,0.013392877218242736,0.9955757628689536
210,0.05,554.0,10.0,0.01695799656605529,0.9938024235781607
211,0.05,554.0,100.0,0.01629078699822852,0.9937878061988022
212,0.05,554.0,250.0,0.01636959416389271,0.9937415612388579
213,0.05,554.0,500.0,0.016288828765306268,0.9938117133606802
214,0.05,554.0,750.0,0.01637560781964928,0.9938107002078344
215,0.05,554.0,1000.0,0.016406701656254196,0.9938374605912021
216,0.05,562.0,10.0,0.018667373044996435,0.990532523057496
217,0.05,562.0,100.0,0.018272328426781476,0.990922070109905
218,0.05,562.0,250.0,0.017336763819988703,0.9919054212872287
219,0.05,562.0,500.0,0.01720787753727622,0.9920773725303761
220,0.05,562.0,750.0,0.017244646493024852,0.9920357076256008
221,0.05,562.0,1000.0,0.01713412599513007,0.9921320154758964
222,0.05,78.0,10.0,0.015513841688044653,0.9929248692806539
223,0.05,78.0,100.0,0.014537115817718353,0.9936809719232168
224,0.05,78.0,250.0,0.01461941516052727,0.993557855655781
225,0.05,78.0,500.0,0.01469761828765425,0.9933878707289344
226,0.05,78.0,750.0,0.014685974913391655,0.9933133006083901
227,0.05,78.0,1000.0,0.01464956050298758,0.9933750877114692
228,0.05,222.0,10.0,0.012078679152113886,0.9946367579293931
229,0.05,222.0,100.0,0.012699749860921485,0.9935678291509609
230,0.05,222.0,250.0,0.01237774578856883,0.9938248192362823
231,0.05,222.0,500.0,0.012622537658942007,0.9936898469670146
232,0.05,222.0,750.0,0.012502771149997748,0.9937338441076358
233,0.05,222.0,1000.0,0.012479415813324348,0.9937618319114885
234,0.05,294.0,10.0,0.017603282723933886,0.9903378901942717
235,0.05,294.0,100.0,0.01509089142901649,0.9933880306621544
236,0.05,294.0,250.0,0.014777992676127338,0.9936732433711201
237,0.05,294.0,500.0,0.014674148403107472,0.9937890088921605
238,0.05,294.0,750.0,0.01491494046693851,0.9936471840104617
239,0.05,294.0,1000.0,0.014781406564340259,0.9937583152549287
240,0.05,725.0,10.0,0.018917865126855324,0.9882440597786033
241,0.05,725.0,100.0,0.0178030457966116,0.9902235072643014
242,0.05,725.0,250.0,0.01789945697016719,0.9902223372619154
243,0.05,725.0,500.0,0.017737031213916492,0.990661242848768
244,0.05,725.0,750.0,0.017727469191859923,0.9906849081374717
245,0.05,725.0,1000.0,0.017730299573544925,0.9906175268785573
246,0.05,582.0,10.0,0.013273225326422729,0.995524865221102
247,0.05,582.0,100.0,0.01183332584523008,0.9965226141803987
248,0.05,582.0,250.0,0.012367738305259382,0.9963645194457313
249,0.05,582.0,500.0,0.012485226335270593,0.9962484467273598
250,0.05,582.0,750.0,0.012433016859849643,0.9962704135450131
251,0.05,582.0,1000.0,0.012466270645127146,0.9962221913212554
252,0.05,731.0,10.0,0.012312808188641559,0.9943826355230849
253,0.05,731.0,100.0,0.011004213377999866,0.9955947973437698
254,0.05,731.0,250.0,0.011008991191932513,0.995475379960559
255,0.05,731.0,500.0,0.011006792239049473,0.9955369041841532
256,0.05,731.0,750.0,0.011139653625907207,0.995439808755359
257,0.05,731.0,1000.0,0.011160609047592803,0.9954672914724858
258,0.05,249.0,10.0,0.01830099586365593,0.9911147025140771
259,0.05,249.0,100.0,0.016540049202855917,0.9924427788460557
260,0.05,249.0,250.0,0.015592880465542702,0.993222482681016
261,0.05,249.0,500.0,0.015719737025842694,0.9931918549612692
262,0.05,249.0,750.0,0.015605534853028001,0.9933212510317604
263,0.05,249.0,1000.0,0.015571138871830073,0.9933546551062457
264,0.05,791.0,10.0,0.014693352130526804,0.9927882202042372
265,0.05,791.0,100.0,0.015066588317023403,0.9919945873822561
266,0.05,791.0,250.0,0.015293764835324311,0.9917755242772419
267,0.05,791.0,500.0,0.015191320356725794,0.9919159959890458
268,0.05,791.0,750.0,0.01502348738237238,0.9920325091514125
269,0.05,791.0,1000.0,0.015023171958354615,0.9919675997119782
270,0.05,35.0,10.0,0.018880075436466064,0.987756740859989
271,0.05,35.0,100.0,0.017476038108215495,0.9877271085135679
272,0.05,35.0,250.0,0.01744692287154346,0.9878356164372322
273,0.05,35.0,500.0,0.017180356324540704,0.9886079865338365
274,0.05,35.0,750.0,0.01726769858087289,0.9885890688019547
275,0.05,35.0,1000.0,0.017247884580564483,0.9888863469240033
276,0.05,180.0,10.0,0.012741995218673129,0.9956325627142222
277,0.05,180.0,100.0,0.011686984768397746,0.9962216823057379
278,0.05,180.0,250.0,0.011561894009846405,0.9962399154713178
279,0.05,180.0,500.0,0.011679582376919805,0.9961788417227632
280,0.05,180.0,750.0,0.01152759284399867,0.9962231039997645
281,0.05,180.0,1000.0,0.011473827669614974,0.996233342347574
282,0.05,510.0,10.0,0.015078499422420117,0.9930069591610442
283,0.05,510.0,100.0,0.01364694199723414,0.9941898436404696
284,0.05,510.0,250.0,0.013509191215828312,0.994170665945947
285,0.05,510.0,500.0,0.01353417642685497,0.9941699380947766
286,0.05,510.0,750.0,0.013622413540146669,0.994118673874148
287,0.05,510.0,1000.0,0.013801354547663361,0.9939810299513324
288,0.05,593.0,10.0,0.015212220417438974,0.9958606824607638
289,0.05,593.0,100.0,0.014733235356057842,0.995357980653471
290,0.05,593.0,250.0,0.014813962531517936,0.9953359448254149
291,0.05,593.0,500.0,0.014546360352477698,0.99553381838561
292,0.05,593.0,750.0,0.01471385276127111,0.9954699274619535
293,0.05,593.0,1000.0,0.014858945543971736,0.9953569951056808
294,0.05,634.0,10.0,0.018851567353865815,0.9891627112766904
295,0.05,634.0,100.0,0.016287528320193406,0.9920523650493742
296,0.05,634.0,250.0,0.016565103796794187,0.9916156495279406
297,0.05,634.0,500.0,0.01644969863440639,0.9917675301835749
298,0.05,634.0,750.0,0.016581354633463916,0.9916671081563897
299,0.05,634.0,1000.0,0.01655579552690861,0.991706168493507
300,0.1,678.0,10.0,0.016532099653648588,0.9914819925298246
301,0.1,678.0,100.0,0.01618520909320082,0.9923150004729802
302,0.1,678.0,250.0,0.016098614664031834,0.9924829824669015
303,0.1,678.0,500.0,0.016003661024241386,0.9925953863395581
304,0.1,678.0,750.0,0.01604123165537668,0.9925679340697721
305,0.1,678.0,1000.0,0.016046026484543587,0.9925561018424179
306,0.1,147.0,10.0,0.014796187125967801,0.9931215723508657
307,0.1,147.0,100.0,0.014105959325786855,0.9939630005013951
308,0.1,147.0,250.0,0.01405917970722638,0.9941016897827549
309,0.1,147.0,500.0,0.01386411168199375,0.994324705471863
310,0.1,147.0,750.0,0.013749816348721041,0.9944225941556487
311,0.1,147.0,1000.0,0.013792807977537513,0.9943693467914233
312,0.1,561.0,10.0,0.020414554627737974,0.985546689432742
313,0.1,561.0,100.0,0.018004108026496924,0.9895328759294302
314,0.1,561.0,250.0,0.0177732105957668,0.9899514721527932
315,0.1,561.0,500.0,0.017679201961780536,0.990057047376517
316,0.1,561.0,750.0,0.017752257550719828,0.9899595679837699
317,0.1,561.0,1000.0,0.017762034136038825,0.9898638193301569
318,0.1,237.0,10.0,0.016828678515624952,0.9934493083072947
319,0.1,237.0,100.0,0.01574607806853252,0.9940262512111824
320,0.1,237.0,250.0,0.01564146522496354,0.9942610906434932
321,0.1,237.0,500.0,0.015571523261743095,0.9942384108137465
322,0.1,237.0,750.0,0.015615595535318456,0.994215443521435
323,0.1,237.0,1000.0,0.015579816981819102,0.9942724772143544
324,0.1,588.0,10.0,0.01597385839998727,0.9937533505544914
325,0.1,588.0,100.0,0.014126305836059252,0.9951092990487528
326,0.1,588.0,250.0,0.013996191202786253,0.9951051004721286
327,0.1,588.0,500.0,0.014119888623001809,0.995000109280647
328,0.1,588.0,750.0,0.014182817033194841,0.9949758697439116
329,0.1,588.0,1000.0,0.014198116289592923,0.994974864304815
330,0.1,951.0,10.0,0.014335883885798022,0.9943901195647369
331,0.1,951.0,100.0,0.013358608818917473,0.9952372493007329
332,0.1,951.0,250.0,0.012976742042391907,0.9955066031853443
333,0.1,951.0,500.0,0.013009936027223,0.9955254060123829
334,0.1,951.0,750.0,0.012917849313446389,0.9955490040077273
335,0.1,951.0,1000.0,0.012925013377419876,0.9955294125246743
336,0.1,490.0,10.0,0.013871078988950748,0.9940729663993974
337,0.1,490.0,100.0,0.014226752625686357,0.9939512465325453
338,0.1,490.0,250.0,0.01394378346232089,0.9943121217787675
339,0.1,490.0,500.0,0.014010300874206945,0.9943294613138215
340,0.1,490.0,750.0,0.014037590439050921,0.9943485526932676
341,0.1,490.0,1000.0,0.014089785603450481,0.9942656557952838
342,0.1,395.0,10.0,0.015400851711418449,0.9913885837094262
343,0.1,395.0,100.0,0.014723899292338598,0.992036604795244
344,0.1,395.0,250.0,0.014824719759121837,0.9918887111647817
345,0.1,395.0,500.0,0.014870387077030747,0.9918341858713915
346,0.1,395.0,750.0,0.01494020847534776,0.9917924061534423
347,0.1,395.0,1000.0,0.014856086816085448,0.99193006417795
348,0.1,877.0,10.0,0.017075048183122225,0.993893192485046
349,0.1,877.0,100.0,0.017308082518418727,0.9936045774224338
350,0.1,877.0,250.0,0.01722491307862296,0.9936325139715394
351,0.1,877.0,500.0,0.017161649341857297,0.9936084652948475
352,0.1,877.0,750.0,0.017164145042659628,0.9936423715412889
353,0.1,877.0,1000.0,0.017114913235953547,0.9936796995121098
354,0.1,297.0,10.0,0.01594640859671299,0.9937335762709376
355,0.1,297.0,100.0,0.013924060864041386,0.995099186586096
356,0.1,297.0,250.0,0.01423147904032172,0.9950061629263433
357,0.1,297.0,500.0,0.014038621638159198,0.9951289605352137
358,0.1,297.0,750.0,0.014075326049968332,0.9951352312237095
359,0.1,297.0,1000.0,0.014127587553525361,0.9951241851799638
360,0.1,721.0,10.0,0.01778080572361551,0.9893518380757921
361,0.1,721.0,100.0,0.017238228931360813,0.9887184049066626
362,0.1,721.0,250.0,0.01691385088188925,0.9890237827807931
363,0.1,721.0,500.0,0.016661143375041647,0.9894063918811931
364,0.1,721.0,750.0,0.016564423224749464,0.9894837902787583
365,0.1,721.0,1000.0,0.016523909455463004,0.989581231954047
366,0.1,711.0,10.0,0.016694120062156162,0.9893615605917436
367,0.1,711.0,100.0,0.01485132408764298,0.991318871653703
368,0.1,711.0,250.0,0.01498802686568684,0.9911790830994752
369,0.1,711.0,500.0,0.014890429336556035,0.9915893897378311
370,0.1,711.0,750.0,0.014884903050922322,0.9915200781008475
371,0.1,711.0,1000.0,0.014878030471863025,0.9914929120588647
372,0.1,985.0,10.0,0.018205960142533072,0.9888491714441121
373,0.1,985.0,100.0,0.016091727914343906,0.991842872501004
374,0.1,985.0,250.0,0.016172779910508174,0.9921314971060116
375,0.1,985.0,500.0,0.01610523632628444,0.9922642865434372
376,0.1,985.0,750.0,0.015934351006663967,0.9923630702273993
377,0.1,985.0,1000.0,0.015885791132743275,0.9923692074221104
378,0.1,171.0,10.0,0.016599791361943658,0.9919214661157554
379,0.1,171.0,100.0,0.016020154224415245,0.9915165081410487
380,0.1,171.0,250.0,0.016334451742164538,0.9910621631662712
381,0.1,171.0,500.0,0.016157276265125253,0.9913086508515379
382,0.1,171.0,750.0,0.01618623006721019,0.991198736055881
383,0.1,171.0,1000.0,0.016151599570873015,0.991297031414336
384,0.1,75.0,10.0,0.01491562135150876,0.9931924893553004
385,0.1,75.0,100.0,0.01310249399001462,0.9947912029370428
386,0.1,75.0,250.0,0.01298877493482952,0.9949485771232807
387,0.1,75.0,500.0,0.012798497902579482,0.9950691384426623
388,0.1,75.0,750.0,0.012919697767117454,0.994956686594981
389,0.1,75.0,1000.0,0.012918324333008534,0.9949976140470133
390,0.1,16.0,10.0,0.016315038421362303,0.9926302074088889
391,0.1,16.0,100.0,0.015458061866577642,0.9931737272586856
392,0.1,16.0,250.0,0.0155883814006583,0.993084395824584
393,0.1,16.0,500.0,0.015604298508063984,0.9930461629792369
394,0.1,16.0,750.0,0.015541052836471423,0.9930871772333777
395,0.1,16.0,1000.0,0.01561476301663105,0.9930647421965866
396,0.1,669.0,10.0,0.01593548913826474,0.991542537688924
397,0.1,669.0,100.0,0.01433310041522819,0.9942351200356142
398,0.1,669.0,250.0,0.014239047788284652,0.9944569716331669
399,0.1,669.0,500.0,0.014187968919342396,0.9945606413096167
400,0.1,669.0,750.0,0.014164996462994222,0.9946079712839113
401,0.1,669.0,1000.0,0.014283138999000309,0.99455851493075
402,0.1,530.0,10.0,0.016977855745559912,0.9924667433557509
403,0.1,530.0,100.0,0.014111367995586736,0.9948970306125737
404,0.1,530.0,250.0,0.014013934630594908,0.9951599060804326
405,0.1,530.0,500.0,0.013944958099626868,0.9951056740595516
406,0.1,530.0,750.0,0.01405586978971106,0.9950742582014621
407,0.1,530.0,1000.0,0.014028984189915923,0.9950801146429776
408,0.1,999.0,10.0,0.01504727747179423,0.9936370298316561
409,0.1,999.0,100.0,0.013730720669058066,0.9948729076540686
410,0.1,999.0,250.0,0.013697362965469152,0.9950462430921447
411,0.1,999.0,500.0,0.013928871967536068,0.9948688268087266
412,0.1,999.0,750.0,0.013968344352573346,0.9948592868399414
413,0.1,999.0,1000.0,0.013915305844530393,0.9948930892122774
414,0.1,794.0,10.0,0.016402970431094857,0.9922066328319694
415,0.1,794.0,100.0,0.015099352605571919,0.9932623243880302
416,0.1,794.0,250.0,0.01520879490391517,0.9932057185840326
417,0.1,794.0,500.0,0.015223574335652463,0.9931985959234697
418,0.1,794.0,750.0,0.015151281666708174,0.9932590051576348
419,0.1,794.0,1000.0,0.01512691398637314,0.9933140390675976
420,0.1,936.0,10.0,0.01504838218620194,0.9943401202524714
421,0.1,936.0,100.0,0.014441371907239956,0.994829537263297
422,0.1,936.0,250.0,0.01437772441967021,0.9949077973739074
423,0.1,936.0,500.0,0.014236700070085583,0.9950073019594928
424,0.1,936.0,750.0,0.014335253011438821,0.9949529552279038
425,0.1,936.0,1000.0,0.014374245942996116,0.994916031660772
426,0.1,111.0,10.0,0.013462059834323884,0.9931320871897297
427,0.1,111.0,100.0,0.012853850180223642,0.9940926914431268
428,0.1,111.0,250.0,0.012249446445988138,0.9944948377328774
429,0.1,111.0,500.0,0.012083899442150561,0.9945827242252097
430,0.1,111.0,750.0,0.011987827083750626,0.994607345011736
431,0.1,111.0,1000.0,0.011894590825149829,0.9946732110667991
432,0.1,816.0,10.0,0.014589907074930802,0.9913380612788689
433,0.1,816.0,100.0,0.01357228469929624,0.9930858785766556
434,0.1,816.0,250.0,0.013537010620790511,0.9931378273001125
