,ratio,rndint,kernel,length_scale,nu,alpha,periodicity,mape,r2
680,0.2,936.0,RBF,1.0,-,-,-,0.0299787060713931,0.9674524164898956
681,0.2,936.0,Matern,1.0,1.5,-,-,0.018895317974442,0.9892039372907344
682,0.2,936.0,RQ,1.0,-,1.0,-,0.0277760892936561,0.978645156626736
683,0.2,936.0,ESS,1.0,-,-,1.0,0.0270877000375454,0.9742660759724336
684,0.2,111.0,RBF,1.0,-,-,-,0.0290667552655138,0.969716780798248
685,0.2,111.0,Matern,1.0,1.5,-,-,0.017874047295218,0.989205097883043
686,0.2,111.0,RQ,1.0,-,1.0,-,0.0268469586606834,0.9804491283251896
687,0.2,111.0,ESS,1.0,-,-,1.0,1.0,-16.336346968092283
688,0.2,816.0,RBF,1.0,-,-,-,0.0318906350556133,0.967648352369106
689,0.2,816.0,Matern,1.0,1.5,-,-,0.0187658102684787,0.9894149733642914
690,0.2,816.0,RQ,1.0,-,1.0,-,0.0267085315906015,0.97971012908799
691,0.2,816.0,ESS,1.0,-,-,1.0,0.995627457732676,-17.299558206977164
692,0.2,968.0,RBF,1.0,-,-,-,0.0297134354312441,0.9769197770647868
693,0.2,968.0,Matern,1.0,1.5,-,-,0.0195579222442169,0.99089814473273
694,0.2,968.0,RQ,1.0,-,1.0,-,0.0297431822986481,0.9806478768363422
695,0.2,968.0,ESS,1.0,-,-,1.0,0.0297134348250211,0.9769197781622376
696,0.2,48.0,RBF,1.0,-,-,-,0.0326812422077471,0.9573082203271686
697,0.2,48.0,Matern,1.0,1.5,-,-,0.0194473424988791,0.9852874383578424
698,0.2,48.0,RQ,1.0,-,1.0,-,0.0262312081676148,0.97874743618869
699,0.2,48.0,ESS,1.0,-,-,1.0,0.032681241651779,0.9573082222049708
700,0.2,986.0,RBF,1.0,-,-,-,1.0,-15.510597095381392
701,0.2,986.0,Matern,1.0,1.5,-,-,0.020620429310265,0.9887337272571696
702,0.2,986.0,RQ,1.0,-,1.0,-,0.0301420740418342,0.979341710576568
703,0.2,986.0,ESS,1.0,-,-,1.0,0.0346448075192546,0.968307824074775
704,0.2,829.0,RBF,1.0,-,-,-,0.0306172159726539,0.970118031742394
705,0.2,829.0,Matern,1.0,1.5,-,-,0.0214106219909468,0.9848775805764723
706,0.2,829.0,RQ,1.0,-,1.0,-,0.0302399067729181,0.9744893600419524
707,0.2,829.0,ESS,1.0,-,-,1.0,0.0306171715593669,0.9701181183133686
708,0.2,996.0,RBF,1.0,-,-,-,0.0292931101540099,0.954490018308613
709,0.2,996.0,Matern,1.0,1.5,-,-,0.0193320317742338,0.9845990711705934
710,0.2,996.0,RQ,1.0,-,1.0,-,0.0273529990486807,0.9774943049965872
711,0.2,996.0,ESS,1.0,-,-,1.0,0.9908694600979744,-16.91526744782231
712,0.2,272.0,RBF,1.0,-,-,-,0.0304655159456068,0.9678401205558048
713,0.2,272.0,Matern,1.0,1.5,-,-,0.0199110173863392,0.9876007275691226
714,0.2,272.0,RQ,1.0,-,1.0,-,0.0286133527179371,0.978232460572446
715,0.2,272.0,ESS,1.0,-,-,1.0,0.99748805271624,-17.24532552632932
716,0.2,759.0,RBF,1.0,-,-,-,1.0,-16.807413234635003
717,0.2,759.0,Matern,1.0,1.5,-,-,0.0187580268341066,0.9902557933614248
718,0.2,759.0,RQ,1.0,-,1.0,-,0.0276753485234377,0.9810580688265592
719,0.2,759.0,ESS,1.0,-,-,1.0,0.9959080499455064,-16.701421444103723
720,0.2,390.0,RBF,1.0,-,-,-,0.0329147006537648,0.9555708801870302
721,0.2,390.0,Matern,1.0,1.5,-,-,0.0187846789948295,0.9884746255189336
722,0.2,390.0,RQ,1.0,-,1.0,-,0.0278812415961612,0.9817729745786076
723,0.2,390.0,ESS,1.0,-,-,1.0,1.0,-16.09727970628786
724,0.2,930.0,RBF,1.0,-,-,-,0.0297176157123554,0.9707861116708671
725,0.2,930.0,Matern,1.0,1.5,-,-,0.0172289334397576,0.9905410032388904
726,0.2,930.0,RQ,1.0,-,1.0,-,0.0270376215028727,0.980190851280751
727,0.2,930.0,ESS,1.0,-,-,1.0,1.0,-17.04370175998805
728,0.2,633.0,RBF,1.0,-,-,-,1.0,-17.951100475644406
729,0.2,633.0,Matern,1.0,1.5,-,-,0.0218075665127835,0.98314535674448
730,0.2,633.0,RQ,1.0,-,1.0,-,0.0278610759440361,0.975955205934634
731,0.2,633.0,ESS,1.0,-,-,1.0,1.0,-17.951100475644406
732,0.2,928.0,RBF,1.0,-,-,-,0.0320660701990266,0.9643261196940842
733,0.2,928.0,Matern,1.0,1.5,-,-,0.0188226823853354,0.9888382172947404
734,0.2,928.0,RQ,1.0,-,1.0,-,0.0269917911628921,0.981103802015159
735,0.2,928.0,ESS,1.0,-,-,1.0,0.994259421795399,-15.799540845010274
736,0.2,854.0,RBF,1.0,-,-,-,0.0337571849887813,0.9552412683082734
737,0.2,854.0,Matern,1.0,1.5,-,-,0.0202684451724357,0.9848215990085336
738,0.2,854.0,RQ,1.0,-,1.0,-,0.0302144550027224,0.9757478484106712
739,0.2,854.0,ESS,1.0,-,-,1.0,0.0337571198517968,0.955241459828614
740,0.2,554.0,RBF,1.0,-,-,-,1.0,-17.230210497428967
741,0.2,554.0,Matern,1.0,1.5,-,-,0.0206425366295566,0.9838182040595508
742,0.2,554.0,RQ,1.0,-,1.0,-,0.0268065761229446,0.9783869853874376
743,0.2,554.0,ESS,1.0,-,-,1.0,0.0332133584344614,0.953000895340362
744,0.2,562.0,RBF,1.0,-,-,-,1.0,-16.78973519941817
745,0.2,562.0,Matern,1.0,1.5,-,-,0.0212645232012331,0.9845899469856758
746,0.2,562.0,RQ,1.0,-,1.0,-,0.0299974518010944,0.976212925096602
747,0.2,562.0,ESS,1.0,-,-,1.0,0.0322939078044688,0.9653598372292828
748,0.2,78.0,RBF,1.0,-,-,-,1.0,-17.158972401682313
749,0.2,78.0,Matern,1.0,1.5,-,-,0.0194014292536806,0.9852748232733276
750,0.2,78.0,RQ,1.0,-,1.0,-,0.0267599596082201,0.9783822641769936
751,0.2,78.0,ESS,1.0,-,-,1.0,1.0,-17.158972401682313
752,0.2,222.0,RBF,1.0,-,-,-,1.0,-16.424401096231804
753,0.2,222.0,Matern,1.0,1.5,-,-,0.0189738980238858,0.9911542821236788
754,0.2,222.0,RQ,1.0,-,1.0,-,0.026397091164668,0.9832450946566734
755,0.2,222.0,ESS,1.0,-,-,1.0,0.0292172878716497,0.9759102416425708
756,0.2,294.0,RBF,1.0,-,-,-,0.0335871929160851,0.9458103980440372
757,0.2,294.0,Matern,1.0,1.5,-,-,0.0191709288486569,0.9875692631977976
758,0.2,294.0,RQ,1.0,-,1.0,-,0.0276991385610402,0.981132004441451
759,0.2,294.0,ESS,1.0,-,-,1.0,0.0336636815293725,0.9453889316355208
760,0.2,725.0,RBF,1.0,-,-,-,0.0276978848299812,0.97518898612878
761,0.2,725.0,Matern,1.0,1.5,-,-,0.0188403166372853,0.9900945583448272
762,0.2,725.0,RQ,1.0,-,1.0,-,0.0234266188984516,0.986580721957666
763,0.2,725.0,ESS,1.0,-,-,1.0,0.9999722536314364,-16.095390793368146
764,0.2,582.0,RBF,1.0,-,-,-,0.0312692447422706,0.9660586485673422
765,0.2,582.0,Matern,1.0,1.5,-,-,0.0195933650949661,0.98808405074604
766,0.2,582.0,RQ,1.0,-,1.0,-,0.0290806626788054,0.9785814340491534
767,0.2,582.0,ESS,1.0,-,-,1.0,0.9943107833119909,-16.102257505876175
768,0.2,731.0,RBF,1.0,-,-,-,0.0334339712200483,0.9638114345768436
769,0.2,731.0,Matern,1.0,1.5,-,-,0.0202284105908517,0.9844216522599286
770,0.2,731.0,RQ,1.0,-,1.0,-,0.0282982389672259,0.975961586408794
771,0.2,731.0,ESS,1.0,-,-,1.0,0.9896634781421688,-16.561253733875997
772,0.2,249.0,RBF,1.0,-,-,-,0.032326547125691,0.96481727767738
773,0.2,249.0,Matern,1.0,1.5,-,-,0.0197591211434738,0.9884662147685502
774,0.2,249.0,RQ,1.0,-,1.0,-,0.0272638075186668,0.9817129520488972
775,0.2,249.0,ESS,1.0,-,-,1.0,0.99567287982284,-15.458542773198625
776,0.2,791.0,RBF,1.0,-,-,-,0.0322763742721599,0.9576229756873303
777,0.2,791.0,Matern,1.0,1.5,-,-,0.0206039602215037,0.9864722298787778
778,0.2,791.0,RQ,1.0,-,1.0,-,0.0289043544633092,0.9770605381789288
779,0.2,791.0,ESS,1.0,-,-,1.0,0.0322763502611068,0.957623044856902
780,0.2,35.0,RBF,1.0,-,-,-,0.0291015497580697,0.9694755417853668
781,0.2,35.0,Matern,1.0,1.5,-,-,0.0193974446679592,0.986776917737196
782,0.2,35.0,RQ,1.0,-,1.0,-,0.0282381211573873,0.9763646378237704
783,0.2,35.0,ESS,1.0,-,-,1.0,0.9897371651929356,-16.359039370244048
784,0.2,180.0,RBF,1.0,-,-,-,0.0305978356690741,0.9685879662605557
785,0.2,180.0,Matern,1.0,1.5,-,-,0.0191596156544256,0.9872615275208853
786,0.2,180.0,RQ,1.0,-,1.0,-,0.0263890379508294,0.9787846989543328
787,0.2,180.0,ESS,1.0,-,-,1.0,0.0305965184220535,0.9685907906395796
788,0.2,510.0,RBF,1.0,-,-,-,0.0305685284131141,0.972109540461688
789,0.2,510.0,Matern,1.0,1.5,-,-,0.019164438851893,0.9892015686931396
790,0.2,510.0,RQ,1.0,-,1.0,-,0.0289873752486945,0.9783777332876236
791,0.2,510.0,ESS,1.0,-,-,1.0,1.0,-16.250242470336985
792,0.2,593.0,RBF,1.0,-,-,-,0.0343792147280471,0.9497842459069226
793,0.2,593.0,Matern,1.0,1.5,-,-,0.0187905938357078,0.9879340237855568
794,0.2,593.0,RQ,1.0,-,1.0,-,0.0270933848542669,0.9831936127496346
795,0.2,593.0,ESS,1.0,-,-,1.0,0.0343791629082592,0.9497843963975582
796,0.2,634.0,RBF,1.0,-,-,-,0.0299072718350503,0.9608052805595356
797,0.2,634.0,Matern,1.0,1.5,-,-,0.0201452285612113,0.9856144384311742
798,0.2,634.0,RQ,1.0,-,1.0,-,0.0277685452265442,0.9789930532600358
799,0.2,634.0,ESS,1.0,-,-,1.0,0.029907267556816,0.960805293570269
800,0.25,678.0,RBF,1.0,-,-,-,0.0304594947606391,0.9603478015050364
801,0.25,678.0,Matern,1.0,1.5,-,-,0.0216658192228977,0.9834632207649738
802,0.25,678.0,RQ,1.0,-,1.0,-,0.0285022499876545,0.9769069608028632
803,0.25,678.0,ESS,1.0,-,-,1.0,0.97958892919627,-16.095826703687276
804,0.25,147.0,RBF,1.0,-,-,-,0.0279011711384362,0.9708260802810478
805,0.25,147.0,Matern,1.0,1.5,-,-,0.0192564439093884,0.988468301490482
806,0.25,147.0,RQ,1.0,-,1.0,-,0.0272608949102,0.9807702145769066
807,0.25,147.0,ESS,1.0,-,-,1.0,0.0276370239425041,0.971841966964274
808,0.25,561.0,RBF,1.0,-,-,-,0.0313104641641387,0.957871266150864
809,0.25,561.0,Matern,1.0,1.5,-,-,0.0204349223269854,0.9831133934543638
810,0.25,561.0,RQ,1.0,-,1.0,-,0.0276861731329442,0.9765592723669284
811,0.25,561.0,ESS,1.0,-,-,1.0,0.9625591319443944,-16.029752478733403
812,0.25,237.0,RBF,1.0,-,-,-,0.0328346310487176,0.9694206876446522
813,0.25,237.0,Matern,1.0,1.5,-,-,0.0192422506148302,0.9888870318299728
814,0.25,237.0,RQ,1.0,-,1.0,-,0.0280620742386046,0.9798852621787084
815,0.25,237.0,ESS,1.0,-,-,1.0,1.0,-16.23271892001693
816,0.25,588.0,RBF,1.0,-,-,-,0.028546471214682,0.9758355963860385
817,0.25,588.0,Matern,1.0,1.5,-,-,0.0183191744100323,0.9903753001953054
818,0.25,588.0,RQ,1.0,-,1.0,-,0.0283094514144517,0.9807186306396768
819,0.25,588.0,ESS,1.0,-,-,1.0,0.028546456174949,0.9758356239893352
820,0.25,951.0,RBF,1.0,-,-,-,0.0322929732136426,0.9664640284487432
821,0.25,951.0,Matern,1.0,1.5,-,-,0.018682900785376,0.9908022554380052
822,0.25,951.0,RQ,1.0,-,1.0,-,0.0267303307821379,0.9833757063178098
823,0.25,951.0,ESS,1.0,-,-,1.0,0.0322929430838417,0.9664640986403508
824,0.25,490.0,RBF,1.0,-,-,-,0.0311937068784606,0.966695646662802
825,0.25,490.0,Matern,1.0,1.5,-,-,0.0190006402625246,0.988593655433051
826,0.25,490.0,RQ,1.0,-,1.0,-,0.0273626246453923,0.9793542542608896
827,0.25,490.0,ESS,1.0,-,-,1.0,0.9927385866698089,-17.128817587476103
828,0.25,395.0,RBF,1.0,-,-,-,0.031186401336648,0.9650144884493864
829,0.25,395.0,Matern,1.0,1.5,-,-,0.0209631828930801,0.9873114886252164
830,0.25,395.0,RQ,1.0,-,1.0,-,0.029964526429618,0.9772250948413664
831,0.25,395.0,ESS,1.0,-,-,1.0,0.0311863939386837,0.965014506934895
832,0.25,877.0,RBF,1.0,-,-,-,0.0340607518565701,0.9604123801684936
833,0.25,877.0,Matern,1.0,1.5,-,-,0.021541908757478,0.98605575102119
834,0.25,877.0,RQ,1.0,-,1.0,-,0.0306084958529771,0.976156662343409
835,0.25,877.0,ESS,1.0,-,-,1.0,0.0332988453760516,0.963691516182172
836,0.25,297.0,RBF,1.0,-,-,-,0.034839424095932,0.959981385237988
837,0.25,297.0,Matern,1.0,1.5,-,-,0.0199312958966709,0.987729777195798
838,0.25,297.0,RQ,1.0,-,1.0,-,0.0308049962655678,0.9780031291585806
839,0.25,297.0,ESS,1.0,-,-,1.0,0.9667684509329106,-14.995893336828246
840,0.25,721.0,RBF,1.0,-,-,-,0.0314703528809299,0.9602225991441422
841,0.25,721.0,Matern,1.0,1.5,-,-,0.0197039652110604,0.9868159553357326
842,0.25,721.0,RQ,1.0,-,1.0,-,0.0290711062774707,0.9764021894697964
843,0.25,721.0,ESS,1.0,-,-,1.0,1.0,-17.40848532745199
844,0.25,711.0,RBF,1.0,-,-,-,0.0324432489603748,0.9619993096494526
845,0.25,711.0,Matern,1.0,1.5,-,-,0.0190752156562154,0.9886555639092944
846,0.25,711.0,RQ,1.0,-,1.0,-,0.0262574541656463,0.9815555906618154
847,0.25,711.0,ESS,1.0,-,-,1.0,1.0,-16.702779093568893
848,0.25,985.0,RBF,1.0,-,-,-,1.0,-16.54071585727928
849,0.25,985.0,Matern,1.0,1.5,-,-,0.020645983504759,0.9842018499557228
850,0.25,985.0,RQ,1.0,-,1.0,-,0.030382956105934,0.9749845123841184
851,0.25,985.0,ESS,1.0,-,-,1.0,0.0328294428544344,0.9601600448584118
852,0.25,171.0,RBF,1.0,-,-,-,1.0,-15.73221364065812
853,0.25,171.0,Matern,1.0,1.5,-,-,0.0196294461159718,0.9873879431275886
854,0.25,171.0,RQ,1.0,-,1.0,-,0.0298925827693929,0.977581150224959
855,0.25,171.0,ESS,1.0,-,-,1.0,0.0281058094177962,0.9760868292512064
856,0.25,75.0,RBF,1.0,-,-,-,0.0326125123153329,0.958010417513524
857,0.25,75.0,Matern,1.0,1.5,-,-,0.0201136881598143,0.9858657137492564
858,0.25,75.0,RQ,1.0,-,1.0,-,0.0287426562917185,0.9772810983494802
859,0.25,75.0,ESS,1.0,-,-,1.0,1.0,-16.74107486620504
860,0.25,16.0,RBF,1.0,-,-,-,0.0335797615444436,0.9421505936101312
861,0.25,16.0,Matern,1.0,1.5,-,-,0.0222667964613329,0.9812847129278583
862,0.25,16.0,RQ,1.0,-,1.0,-,0.0298947751972796,0.9748012999153708
863,0.25,16.0,ESS,1.0,-,-,1.0,0.0367435275352079,0.956800745082458
864,0.25,669.0,RBF,1.0,-,-,-,0.0289062454321133,0.9648827149731972
865,0.25,669.0,Matern,1.0,1.5,-,-,0.0181932280591859,0.9862187220449866
866,0.25,669.0,RQ,1.0,-,1.0,-,0.0237726817475676,0.9804366602087302
867,0.25,669.0,ESS,1.0,-,-,1.0,0.0264280525023004,0.9724715584818964
868,0.25,530.0,RBF,1.0,-,-,-,0.0363228224958236,0.9555913320409868
869,0.25,530.0,Matern,1.0,1.5,-,-,0.0211383178771984,0.9879410100667632
870,0.25,530.0,RQ,1.0,-,1.0,-,0.0289895260838654,0.9797546969777868
871,0.25,530.0,ESS,1.0,-,-,1.0,0.0319818827163041,0.9710500956558766
872,0.25,999.0,RBF,1.0,-,-,-,0.0312765028993255,0.9646021932884852
873,0.25,999.0,Matern,1.0,1.5,-,-,0.0208282850629362,0.9850502115877924
874,0.25,999.0,RQ,1.0,-,1.0,-,0.031174717746584,0.973426428336581
875,0.25,999.0,ESS,1.0,-,-,1.0,0.0291740206935408,0.9701326235586352
876,0.25,794.0,RBF,1.0,-,-,-,1.0,-16.50043625094234
877,0.25,794.0,Matern,1.0,1.5,-,-,0.0215887198219614,0.9853169765188295
878,0.25,794.0,RQ,1.0,-,1.0,-,0.0309145790135025,0.9755373050697862
879,0.25,794.0,ESS,1.0,-,-,1.0,1.0,-16.50043625094234
880,0.25,936.0,RBF,1.0,-,-,-,0.0302281151563759,0.9691405651631204
881,0.25,936.0,Matern,1.0,1.5,-,-,0.018688491630749,0.9898635878155716
882,0.25,936.0,RQ,1.0,-,1.0,-,0.0281835732687543,0.9790023809774138
883,0.25,936.0,ESS,1.0,-,-,1.0,0.0296001288216249,0.9707964884375369
884,0.25,111.0,RBF,1.0,-,-,-,0.0316379271427698,0.9651537445992092
885,0.25,111.0,Matern,1.0,1.5,-,-,0.0195629140110581,0.9881494218216342
886,0.25,111.0,RQ,1.0,-,1.0,-,0.0317621780888208,0.9753007332942326
887,0.25,111.0,ESS,1.0,-,-,1.0,0.9887280757983734,-15.685454878553973
888,0.25,816.0,RBF,1.0,-,-,-,0.0322925420819283,0.9697355603090436
889,0.25,816.0,Matern,1.0,1.5,-,-,0.0191288970690846,0.9891723577851984
890,0.25,816.0,RQ,1.0,-,1.0,-,0.0280565984499225,0.9788092583498827
891,0.25,816.0,ESS,1.0,-,-,1.0,0.9964441044796896,-16.841958038610453
892,0.25,968.0,RBF,1.0,-,-,-,0.0288993546524018,0.9790424276211356
893,0.25,968.0,Matern,1.0,1.5,-,-,0.0203132519106623,0.9901072846597182
894,0.25,968.0,RQ,1.0,-,1.0,-,0.0310015591504057,0.978741066921793
895,0.25,968.0,ESS,1.0,-,-,1.0,0.0288993542023786,0.9790424282405824
896,0.25,48.0,RBF,1.0,-,-,-,0.0314202120686496,0.9613730654002212
897,0.25,48.0,Matern,1.0,1.5,-,-,0.0203913193914718,0.984336968875066
898,0.25,48.0,RQ,1.0,-,1.0,-,0.0270482240491574,0.9775471371134168
899,0.25,48.0,ESS,1.0,-,-,1.0,0.0315909312060921,0.9580389386660532
900,0.25,986.0,RBF,1.0,-,-,-,1.0,-15.64233149850124
901,0.25,986.0,Matern,1.0,1.5,-,-,0.0204888271601858,0.9889025732667012
902,0.25,986.0,RQ,1.0,-,1.0,-,0.0312438284083987,0.9781682133243806
903,0.25,986.0,ESS,1.0,-,-,1.0,0.0328730405095778,0.9728797325975644
904,0.25,829.0,RBF,1.0,-,-,-,0.0324036434777975,0.9667003889047064
905,0.25,829.0,Matern,1.0,1.5,-,-,0.0219741580805534,0.984675035571361
906,0.25,829.0,RQ,1.0,-,1.0,-,0.0305117952106796,0.9743423174377488
907,0.25,829.0,ESS,1.0,-,-,1.0,0.0324035876076611,0.9667005039125024
908,0.25,996.0,RBF,1.0,-,-,-,0.0302144678790593,0.957475386936812
909,0.25,996.0,Matern,1.0,1.5,-,-,0.0196437947404919,0.9850682387674932
910,0.25,996.0,RQ,1.0,-,1.0,-,0.0274047559450704,0.9772868302251648
911,0.25,996.0,ESS,1.0,-,-,1.0,0.992693109532301,-17.563155811799728
912,0.25,272.0,RBF,1.0,-,-,-,0.0313247087666279,0.9691701297457784
913,0.25,272.0,Matern,1.0,1.5,-,-,0.020731317258871,0.9873120287556124
914,0.25,272.0,RQ,1.0,-,1.0,-,0.030155250530537,0.9768378066162308
915,0.25,272.0,ESS,1.0,-,-,1.0,0.9964646632666474,-17.02397613649764
916,0.25,759.0,RBF,1.0,-,-,-,1.0,-17.221375859203178
917,0.25,759.0,Matern,1.0,1.5,-,-,0.0194175360735721,0.989115727021296
918,0.25,759.0,RQ,1.0,-,1.0,-,0.0286106852869878,0.979384953700271
919,0.25,759.0,ESS,1.0,-,-,1.0,0.9959955361586286,-17.12323466027133
920,0.25,390.0,RBF,1.0,-,-,-,0.0334507497639856,0.9567055493990598
921,0.25,390.0,Matern,1.0,1.5,-,-,0.0203879610958262,0.9861105262554356
922,0.25,390.0,RQ,1.0,-,1.0,-,0.0294154557193628,0.9783363787508076
923,0.25,390.0,ESS,1.0,-,-,1.0,1.0,-15.806121385718608
924,0.25,930.0,RBF,1.0,-,-,-,0.0315356619008097,0.9627489591015276
925,0.25,930.0,Matern,1.0,1.5,-,-,0.0184302289748255,0.9896847417641108
926,0.25,930.0,RQ,1.0,-,1.0,-,0.0291002746072712,0.978929054602523
927,0.25,930.0,ESS,1.0,-,-,1.0,1.0,-16.625190656899658
928,0.25,633.0,RBF,1.0,-,-,-,1.0,-18.08793937633263
929,0.25,633.0,Matern,1.0,1.5,-,-,0.0225302419049724,0.9810999128988273
930,0.25,633.0,RQ,1.0,-,1.0,-,0.0283971974168633,0.9743732789995734
931,0.25,633.0,ESS,1.0,-,-,1.0,1.0,-18.08793937633263
932,0.25,928.0,RBF,1.0,-,-,-,0.0301159447168391,0.9691840579455332
933,0.25,928.0,Matern,1.0,1.5,-,-,0.01921306049782,0.9891420206695412
934,0.25,928.0,RQ,1.0,-,1.0,-,0.026830587164591,0.9815460101209912
935,0.25,928.0,ESS,1.0,-,-,1.0,0.9959992327612436,-16.24890439741
936,0.25,854.0,RBF,1.0,-,-,-,0.0369043418960071,0.9474451390429472
937,0.25,854.0,Matern,1.0,1.5,-,-,0.0222918767803997,0.9833393645080072
938,0.25,854.0,RQ,1.0,-,1.0,-,0.0331214698047515,0.9725231142673566
939,0.25,854.0,ESS,1.0,-,-,1.0,0.0369042669647861,0.9474453614502414
940,0.25,554.0,RBF,1.0,-,-,-,1.0,-16.681425197394205
941,0.25,554.0,Matern,1.0,1.5,-,-,0.0209907647779177,0.9849049294394762
942,0.25,554.0,RQ,1.0,-,1.0,-,0.02942300258306,0.9764693690893396
943,0.25,554.0,ESS,1.0,-,-,1.0,0.0338890116444653,0.9553593357047788
944,0.25,562.0,RBF,1.0,-,-,-,1.0,-17.275769649055025
945,0.25,562.0,Matern,1.0,1.5,-,-,0.0201785814065496,0.9863081806558311
946,0.25,562.0,RQ,1.0,-,1.0,-,0.0282496957262284,0.9776440962434508
947,0.25,562.0,ESS,1.0,-,-,1.0,0.0317864880237618,0.9657837578524404
948,0.25,78.0,RBF,1.0,-,-,-,1.0,-16.790510820195916
949,0.25,78.0,Matern,1.0,1.5,-,-,0.0189805252731023,0.986164701518244
950,0.25,78.0,RQ,1.0,-,1.0,-,0.0270852419029014,0.9786046115531396
951,0.25,78.0,ESS,1.0,-,-,1.0,1.0,-16.790510820195916
952,0.25,222.0,RBF,1.0,-,-,-,1.0,-17.136008004771337
953,0.25,222.0,Matern,1.0,1.5,-,-,0.0199963157381703,0.9894909420592004
954,0.25,222.0,RQ,1.0,-,1.0,-,0.0286511153279698,0.9792243002887144
955,0.25,222.0,ESS,1.0,-,-,1.0,0.0308157167548981,0.9729276932283064
956,0.25,294.0,RBF,1.0,-,-,-,0.0337788566463927,0.9463418161439824
957,0.25,294.0,Matern,1.0,1.5,-,-,0.0202622610722064,0.9866971152828156
958,0.25,294.0,RQ,1.0,-,1.0,-,0.0293868401645865,0.9789622511241975
959,0.25,294.0,ESS,1.0,-,-,1.0,0.0337747871028835,0.946356088750394
960,0.25,725.0,RBF,1.0,-,-,-,0.0293728165611296,0.9661729764514216
961,0.25,725.0,Matern,1.0,1.5,-,-,0.0199859685624741,0.9859947726416496
962,0.25,725.0,RQ,1.0,-,1.0,-,0.0247230460536959,0.9825937662367196
963,0.25,725.0,ESS,1.0,-,-,1.0,0.9986405444934764,-16.408206977817827
964,0.25,582.0,RBF,1.0,-,-,-,0.0319383424012258,0.9641507113902692
965,0.25,582.0,Matern,1.0,1.5,-,-,0.0199771079037974,0.9873200044865544
966,0.25,582.0,RQ,1.0,-,1.0,-,0.0294173005354699,0.9774908503216404
967,0.25,582.0,ESS,1.0,-,-,1.0,0.9927722002880484,-16.135068951725717
968,0.25,731.0,RBF,1.0,-,-,-,0.0311751700426758,0.9693311789652488
969,0.25,731.0,Matern,1.0,1.5,-,-,0.0202906229226259,0.9857469124554804
970,0.25,731.0,RQ,1.0,-,1.0,-,0.0305183679175843,0.9743018431507184
971,0.25,731.0,ESS,1.0,-,-,1.0,0.9897760586581102,-16.53258416569524
972,0.25,249.0,RBF,1.0,-,-,-,0.0323196984350676,0.9631355500100612
973,0.25,249.0,Matern,1.0,1.5,-,-,0.0197449295840797,0.9881901223478162
974,0.25,249.0,RQ,1.0,-,1.0,-,0.0280607825506681,0.9808215469725564
975,0.25,249.0,ESS,1.0,-,-,1.0,0.9960123042652772,-15.664377223205229
976,0.25,791.0,RBF,1.0,-,-,-,0.0311906029803853,0.9644439482044342
977,0.25,791.0,Matern,1.0,1.5,-,-,0.0208536496315418,0.9876665051474972
978,0.25,791.0,RQ,1.0,-,1.0,-,0.0279673758930866,0.9798331136057958
979,0.25,791.0,ESS,1.0,-,-,1.0,0.031190580342984,0.964444008912253
980,0.25,35.0,RBF,1.0,-,-,-,0.0305098873213407,0.9658293995802796
981,0.25,35.0,Matern,1.0,1.5,-,-,0.0202678171260296,0.98634870155327
982,0.25,35.0,RQ,1.0,-,1.0,-,0.0302948486988324,0.9758481764562752
983,0.25,35.0,ESS,1.0,-,-,1.0,0.9916427722195162,-15.672256933651052
984,0.25,180.0,RBF,1.0,-,-,-,0.0319761981104578,0.967403967740444
985,0.25,180.0,Matern,1.0,1.5,-,-,0.0193571539808604,0.9878947492296836
986,0.25,180.0,RQ,1.0,-,1.0,-,0.0274556673450795,0.978566487414991
987,0.25,180.0,ESS,1.0,-,-,1.0,0.0320838064030261,0.966810955698617
988,0.25,510.0,RBF,1.0,-,-,-,0.0300737142371244,0.973252472216068
989,0.25,510.0,Matern,1.0,1.5,-,-,0.0199596384622661,0.989463374563984
990,0.25,510.0,RQ,1.0,-,1.0,-,0.030073583423214,0.9788653450736776
991,0.25,510.0,ESS,1.0,-,-,1.0,1.0,-15.949486943281055
992,0.25,593.0,RBF,1.0,-,-,-,0.0337643695060516,0.9550140987419722
993,0.25,593.0,Matern,1.0,1.5,-,-,0.0192884528306805,0.9881324619357827
994,0.25,593.0,RQ,1.0,-,1.0,-,0.0288535673287306,0.9811155095185128
995,0.25,593.0,ESS,1.0,-,-,1.0,0.0337643143559195,0.9550142442505248
996,0.25,634.0,RBF,1.0,-,-,-,0.0308268342772433,0.9637795392155172
997,0.25,634.0,Matern,1.0,1.5,-,-,0.0209229189311731,0.9856161953834932
998,0.25,634.0,RQ,1.0,-,1.0,-,0.0280964975296764,0.9781026549443824
999,0.25,634.0,ESS,1.0,-,-,1.0,0.0308268293906902,0.9637795518184398
1000,0.3,678.0,RBF,1.0,-,-,-,0.0311572754450107,0.9621050049424988
1001,0.3,678.0,Matern,1.0,1.5,-,-,0.0219228685054108,0.98385267943611
1002,0.3,678.0,RQ,1.0,-,1.0,-,0.030933332812511,0.9745891937772276
1003,0.3,678.0,ESS,1.0,-,-,1.0,0.979773646216384,-16.044653640580673
1004,0.3,147.0,RBF,1.0,-,-,-,0.0286462768152758,0.9695544133363158
1005,0.3,147.0,Matern,1.0,1.5,-,-,0.0200309904675127,0.986387133925946
