,#,substance,SigC800,SigBr730,EpsC800,EpsBr730,MAPE_dens1,MAPE_dens2,MAPE_RCE1,MAPE_RCE2,prediction_1-bromobutane,prediction_2-bromobutane,RCE1,RCE2,RCE3,RCE4,RCE5,RCE6,RCE7,RCE8,RCE9,RCE21,RCE22,RCE23
0,maxR2-0,2-bromobutane,0.1984274444628849,0.47004183780909786,0.5361724742123698,2.5678521086797805,None,11.52689058154549,None,102.94505926132958,None,1403.56591796875,None,None,None,None,None,None,None,None,None,0.0,-0.7339866156787758,0.0
1,maxR2-1,2-bromobutane,0.25024770603239427,0.47342019450944645,0.7674665125752892,2.525484637867714,None,11.89320821538538,None,100.96043863094744,None,1408.176025390625,None,None,None,None,None,None,None,None,None,0.0,-0.6938336520076461,0.0
2,maxR2-2,2-bromobutane,0.24496895810618963,0.4690071766682365,0.3452738132675343,3.4880190464138647,None,13.494574782106675,None,101.46840700658102,None,1428.3292236328125,None,None,None,None,None,None,None,None,None,0.0,-0.7041108986615674,0.0
3,maxR2-3,2-bromobutane,0.1391105633887591,0.470960371408647,0.47107036936274266,2.4147344592569633,None,11.091074831768971,None,101.65741849518906,None,1398.0811767578125,None,None,None,None,None,None,None,None,None,0.0,-0.7079349904397747,0.0
4,maxR2-4,2-bromobutane,0.309188813887782,0.47972041469274557,1.0422898873283624,2.5024533255128025,None,12.317849948475368,None,100.58241565373167,None,1413.5201416015625,None,None,None,None,None,None,None,None,None,0.0,-0.6861854684512383,0.0
5,maxR2-5,2-bromobutane,0.1310025523849148,0.47051841476443274,0.45190379052884344,2.4232543874107253,None,11.338581241309099,None,104.75248162114208,None,1401.196044921875,None,None,None,None,None,None,None,None,None,0.0,-0.7705544933078436,0.0
6,maxR2-6,2-bromobutane,0.1154909900833749,0.47305578131834763,0.47975077158796375,2.3907966691389646,None,10.897236681192888,None,101.24395586385917,None,1395.6417236328125,None,None,None,None,None,None,None,None,None,0.0,-0.6995697896749504,0.0
7,maxR2-7,2-bromobutane,0.1511176754647214,0.47565566678110066,0.608522853755702,2.4600115371607028,None,10.706880711164084,None,100.41703060120004,None,1393.24609375,None,None,None,None,None,None,None,None,None,0.0,-0.6828393881453153,0.0
8,maxR2-8,2-bromobutane,0.047298861775852456,0.46969605447171514,0.7658992626591005,2.4667675571101246,None,10.946423693881604,None,104.2208868094324,None,1396.2607421875,None,None,None,None,None,None,None,None,None,0.0,-0.7597992351816448,0.0
9,maxR2-9,2-bromobutane,0.06162828626122081,0.4753293755944271,0.5397317000761771,2.4619821680595257,None,11.550683865340684,None,101.17307655563124,None,1403.8653564453125,None,None,None,None,None,None,None,None,None,0.0,-0.6981357552581243,0.0
10,maxR2-10,2-bromobutane,0.10982332086046985,0.47680749414698786,0.5322729723050457,2.397521477683532,None,10.636781215857171,None,102.4134644496199,None,1392.3638916015625,None,None,None,None,None,None,None,None,None,0.0,-0.723231357552577,0.0
11,maxR2-11,2-bromobutane,0.18171841780473524,0.47881599774312406,0.5221663960205128,2.4651812070343397,None,11.71318239099126,None,101.32664839012516,None,1405.910400390625,None,None,None,None,None,None,None,None,None,0.0,-0.7012428298279152,0.0
12,maxR2-12,2-bromobutane,0.20400065728471722,0.47477897235324934,0.4710690097197257,2.690979876775735,None,11.796172744090187,None,100.405217383162,None,1406.954833984375,None,None,None,None,None,None,None,None,None,0.0,-0.6826003824091765,0.0
13,maxR2-13,2-bromobutane,0.14805527545521685,0.4715993744813,0.5746517453772387,2.381667563115065,None,11.05477867687227,None,101.07857081132721,None,1397.6243896484375,None,None,None,None,None,None,None,None,None,0.0,-0.6962237093690207,0.0
14,maxR2-14,2-bromobutane,0.10043848715907841,0.4717873165342306,0.49868419582723017,2.445437036440804,None,11.657525700238379,None,101.551099532847,None,1405.2099609375,None,None,None,None,None,None,None,None,None,0.0,-0.7057839388145323,0.0
15,maxR2-15,2-bromobutane,0.16912401261372656,0.4723303104435312,0.5595899348860329,2.4652389441450735,None,11.654276311705402,None,102.30714548727818,None,1405.1690673828125,None,None,None,None,None,None,None,None,None,0.0,-0.7210803059273413,0.0
16,maxR2-16,2-bromobutane,0.10575888157771095,0.47342423124017347,0.3868132589841299,2.288572322413958,None,11.777714277289432,None,102.03544147240449,None,1406.7225341796875,None,None,None,None,None,None,None,None,None,0.0,-0.7155831739961759,0.0
17,maxR2-17,2-bromobutane,0.18733726471862303,0.4739149746151538,0.5256374890227428,2.4525635474043384,None,11.549684799612635,None,102.30714548727853,None,1403.852783203125,None,None,None,None,None,None,None,None,None,0.0,-0.7210803059273481,0.0
18,maxR2-18,2-bromobutane,0.18608396443797784,0.47949224794043543,0.6460939170505344,2.4671099881168916,None,11.030083324021653,None,102.23626617905023,None,1397.3135986328125,None,None,None,None,None,None,None,None,None,0.0,-0.7196462715105152,0.0
19,maxR2-19,2-bromobutane,0.08175841859926533,0.47226940708592396,0.4875924579911647,2.378532498931679,None,11.100590205353596,None,102.30714548727818,None,1398.200927734375,None,None,None,None,None,None,None,None,None,0.0,-0.7210803059273413,0.0
20,minMAPE-0,2-bromobutane,0.11106319191182523,0.4771649659524853,0.2074215311969319,2.0059467476205106,None,8.67429603694875,None,103.02775178759556,None,1367.666015625,None,None,None,None,None,None,None,None,None,0.0,-0.7356596558317406,0.0
21,minMAPE-1,2-bromobutane,0.3386184014165176,0.47640264892645584,0.6454144510362123,2.608862819552344,None,13.550638858884584,None,97.66455079834864,None,1429.0347900390625,None,None,None,None,None,None,None,None,None,0.0,-0.6271510516252379,0.0
22,minMAPE-2,2-bromobutane,0.08397964272810174,0.060256008993156814,0.5333188147654068,2.4896452953040136,None,2.945798647323202,None,128.20171942654923,None,1295.5728759765625,None,None,None,None,None,None,None,None,None,0.0,-1.2449808795411097,0.0
23,minMAPE-3,2-bromobutane,0.062129283391759174,0.5346260824102232,0.47040224166300637,2.454045528478366,None,5.016279921533571,None,79.826591560986,None,1321.6298828125,None,None,None,None,None,None,None,None,None,0.0,-0.2662523900573624,0.0
24,minMAPE-4,2-bromobutane,0.08775364080633005,0.4745981236435109,0.5425587988469701,2.394474515360848,None,7.2401420341676594,None,101.71648458537894,None,1349.6171875,None,None,None,None,None,None,None,None,None,0.0,-0.7091300191204619,0.0
25,minMAPE-5,2-bromobutane,0.1508861150959024,0.5190316988009819,0.658273132185449,2.498669937630216,None,0.49943586735200635,None,89.60793609644058,None,1264.785400390625,None,None,None,None,None,None,None,None,None,0.0,-0.4641491395793516,0.0
26,minMAPE-6,2-bromobutane,0.09444836309269387,0.47002187473201096,0.5653121049626915,2.544144103888349,None,13.317187267207986,None,101.88186963791057,None,1426.0968017578125,None,None,None,None,None,None,None,None,None,0.0,-0.7124760994263849,0.0
27,minMAPE-7,2-bromobutane,0.2776330165794519,0.4712911733658663,0.3159108132731976,2.8851832140682667,None,11.690979852627136,None,101.87005641987285,None,1405.6309814453125,None,None,None,None,None,None,None,None,None,0.0,-0.7122370936902529,0.0
28,minMAPE-8,2-bromobutane,0.3943539130786695,0.5156559702816276,0.7523223197789067,2.5141402882438295,None,10.116937248584625,None,81.36230990592446,None,1385.8216552734375,None,None,None,None,None,None,None,None,None,0.0,-0.29732313575525804,0.0
29,minMAPE-9,2-bromobutane,0.1722094427788848,0.47388509841536264,0.3936582115752577,2.4368758027494697,None,10.34243511310588,None,100.96043863094775,None,1388.6595458984375,None,None,None,None,None,None,None,None,None,0.0,-0.6938336520076529,0.0
30,minMAPE-10,2-bromobutane,0.1442713390966773,0.4721711177746328,0.46016514979003753,2.364313451058491,None,10.88844878265296,None,102.20082652493645,None,1395.5311279296875,None,None,None,None,None,None,None,None,None,0.0,-0.7189292543021055,0.0
31,minMAPE-11,2-bromobutane,0.11513966554174837,0.469049074736088,0.4986205066078778,2.391081792468857,None,9.292193940579061,None,98.57416858727407,None,1375.4422607421875,None,None,None,None,None,None,None,None,None,0.0,-0.6455544933078445,0.0
32,minMAPE-12,2-bromobutane,0.13701429729440467,0.47218135430406527,0.4597655192568543,2.420266936029737,None,10.775893843737585,None,101.48022022461906,None,1394.1146240234375,None,None,None,None,None,None,None,None,None,0.0,-0.7043499043977062,0.0
33,minMAPE-13,2-bromobutane,0.1568416398004533,0.47282813553951997,0.4685389408436064,2.432647949300466,None,9.132062133740563,None,102.14176043474623,None,1373.427001953125,None,None,None,None,None,None,None,None,None,0.0,-0.7177342256214115,0.0
34,minMAPE-14,2-bromobutane,0.14135986232906475,0.4715318097876006,0.5081810147421175,2.438001779816138,None,8.15295832091776,None,102.85055351702555,None,1361.10498046875,None,None,None,None,None,None,None,None,None,0.0,-0.7320745697896721,0.0
35,minMAPE-15,2-bromobutane,0.17287982501805146,0.47910987965103274,0.5182323190546154,2.444068693962047,None,8.349454180323798,None,103.64203912557089,None,1363.577880859375,None,None,None,None,None,None,None,None,None,0.0,-0.7480879541108976,0.0
36,minMAPE-16,2-bromobutane,0.04455371710754455,0.48768804728072257,0.474947955434289,2.363427392117963,None,4.158868134187524,None,99.74367717303451,None,1310.83935546875,None,None,None,None,None,None,None,None,None,0.0,-0.6692160611854644,0.0
37,minMAPE-17,2-bromobutane,0.1845320232778039,0.5382241903117366,0.5357640915083872,2.4648065197045357,None,4.565322991160111,None,81.95297080782402,None,1315.95458984375,None,None,None,None,None,None,None,None,None,0.0,-0.30927342256214413,0.0
38,minMAPE-18,2-bromobutane,0.0786744833747904,0.4721249351078119,0.4734000212401026,2.4540512946383966,None,12.047714215211561,None,100.67692139803601,None,1410.1204833984375,None,None,None,None,None,None,None,None,None,0.0,-0.6880975143403487,0.0
39,minMAPE-19,2-bromobutane,0.18522287965496048,0.47103096661167704,0.449710436168117,2.434283275551842,None,12.219669916443186,None,100.91318575879558,None,1412.2845458984375,None,None,None,None,None,None,None,None,None,0.0,-0.6928776290630977,0.0
