,#,MAPE_dens1,MAPE_dens2,MAPE_RCE1,MAPE_RCE2,SigC800,SigBr730,EpsC800,EpsBr730
17,maxR2-17,5.05980775542797,None,160.86510121889293,None,0.2176319408403364,0.1480292549471311,0.7659243104734108,2.5649179415226824
32,minMAPE-12,9.22288573223664,None,164.1951929327822,None,0.2307010073949602,0.0673834148250753,0.7877561717526288,2.6105193223130705
9,maxR2-9,4.176716401596061,None,164.81715381632517,None,0.2247148913462961,0.0814058598047231,0.7462275225803915,2.604548789423413
27,minMAPE-7,2.9810626635003565,None,165.98771071250852,None,0.1984590484690075,0.0600944527005106,0.729063385711423,2.514239742488833
29,minMAPE-9,8.768370443422759,None,166.1763195669401,None,0.2046621407915497,0.0774469998412782,0.6745859381820662,2.4706495882942616
19,maxR2-19,2.567470303559535,None,166.57881277766998,None,0.2161563131005793,0.0604293507243775,0.7423823868596248,2.5058226360256204
4,maxR2-4,3.478778098178598,None,166.58925005547744,None,0.2443079262198364,0.0608418968340481,0.7352450688922518,2.5359350021905542
11,maxR2-11,4.755263471326819,None,166.6395507510009,None,0.2404392834894051,0.0770983183774148,0.7470646640593497,2.528596639733587
18,maxR2-18,3.9310161700011794,None,166.97846781784972,None,0.2151733911478507,0.063320943591207,0.7179956000399492,2.514984404563804
35,minMAPE-15,0.3196102751704777,None,167.01844028480622,None,0.2005727414183269,0.0952606020284839,0.6823244729205478,2.5046149897672563
20,minMAPE-0,5.957404407406141,None,167.0735762737877,None,0.2658075207090664,0.0912086071586712,0.7273600885887799,2.51925803865988
6,maxR2-6,3.804008697973824,None,167.14480244152077,None,0.2379801356942462,0.0612094938345779,0.7181727737638313,2.5124460792951644
23,minMAPE-3,0.3644542272495725,None,167.4514297432751,None,0.2632921235517636,0.0601170160458013,0.7165285408908226,2.5060474634276466
15,maxR2-15,5.479131430401517,None,167.510871630758,None,0.2029295922736065,0.0798075731985943,0.6771600339361369,2.479551793437964
10,maxR2-10,4.921184563117263,None,167.69780330608498,None,0.2423235933989374,0.061878871235217,0.7998910921666248,2.370803123005
38,minMAPE-18,5.384980946391484,None,167.94977476404353,None,0.2652480114550617,0.0974098347849065,0.7365776902254813,2.534024330378671
33,minMAPE-13,2.6755519973986943,None,167.9799092718253,None,0.1949011843202125,0.0600017711205032,0.7085405359751792,2.4991739243815894
37,minMAPE-17,3.0419638658096915,None,168.03982304744568,None,0.206499788876492,0.0600347433293316,0.7243543882120055,2.581190743195206
5,maxR2-5,3.2354124924067285,None,168.24066500050108,None,0.2220421899070281,0.0607087362787667,0.7066482822491034,2.5014565865860474
24,minMAPE-4,2.8942031011179297,None,168.285492563397,None,0.2324207524944177,0.0610104750779409,0.7395433433379774,2.508411639422647
16,maxR2-16,3.88361561128312,None,168.32862651086347,None,0.1806980840115332,0.061389388367769,0.7108931830398847,2.5082082178957914
26,minMAPE-6,8.870529459456815,None,168.75023501158918,None,0.2242595754420249,0.0697836767144599,0.7120603764137078,2.53956763266246
31,minMAPE-11,6.726089527771794,None,168.78720410516428,None,0.1789284017717175,0.0945767621567738,0.7217663880171612,2.451508672095009
14,maxR2-14,2.4304928310912794,None,169.49709687718092,None,0.2085694875197667,0.061428233199744,0.707653210720383,2.5062538742044294
3,maxR2-3,4.3449912554867565,None,169.6192576410021,None,0.2644452581533001,0.0605420106021312,0.7184885134807619,2.5330423834388065
21,minMAPE-1,2.882185519012584,None,169.8442566029138,None,0.1742761251891417,0.0953306168488342,0.6852763180770174,2.475802174347323
12,maxR2-12,2.6761165175772104,None,169.972692607578,None,0.1885644244394263,0.0600881070233238,0.7481010026235317,2.4888060789750166
1,maxR2-1,3.29259168879331,None,170.1718294789285,None,0.1800772631130303,0.0601754616337128,0.684812813701324,2.5685856165728382
30,minMAPE-10,4.473156472287,None,170.1902496196943,None,0.2121741883010027,0.0610462670056855,0.653131777618735,2.495638575937193
39,minMAPE-19,3.724066899812866,None,170.3161907212551,None,0.1773793343097194,0.0601058549508977,0.7081755316758499,2.514957082525976
36,minMAPE-16,3.5159407485744274,None,170.85249749241848,None,0.1796627100187254,0.0608508716812923,0.6618386032938902,2.5099726133639284
28,minMAPE-8,6.408322076099314,None,171.60664916012917,None,0.1339162894262627,0.0959786278746215,0.7462173657667703,2.469023282655149
0,maxR2-0,3.807156615579444,None,172.21673287261484,None,0.1779186617536801,0.0632986265264946,0.4215784380458451,2.414819713838001
8,maxR2-8,3.844606310133841,None,174.8875170657693,None,0.0440232466528621,0.0702654294723801,0.6146488971334098,2.315059613419281
25,minMAPE-5,0.2621248983480917,None,176.7931048784116,None,0.0487189029389878,0.101204041479219,0.6839865077458074,2.4966031816164644
7,maxR2-7,2.768937030319215,None,176.846025483039,None,0.0460971292627709,0.0686624049063248,0.5872781283470415,2.2146960793756585
13,maxR2-13,2.70934666300067,None,177.0531589553568,None,0.1518228752217655,0.0600255303666209,0.5474872713041224,2.6176081612791227
2,maxR2-2,2.7713482012511794,None,177.36021112084234,None,0.068045058459067,0.0600405274113287,0.5901129786005839,2.389288096865622
22,minMAPE-2,1.363387035340574,None,178.1440640891213,None,0.0440096202538095,0.3435888704609746,0.6792571335000319,2.506857428219534
34,minMAPE-14,2.0177137629330653,None,178.84478207145085,None,0.0440856750226967,0.0940508424645987,0.7040041228946976,2.435857074302441
