,#,MAPE_dens1,MAPE_dens2,MAPE_RCE1,MAPE_RCE2,SigC800,SigBr730,EpsC800,EpsBr730
21,minMAPE-1,0.0871045067310671,13.1985118382499,254.51471891274463,27.529276426848455,0.1060263925383941,0.3755150156447439,0.4993979043668262,2.4333380334428565
22,minMAPE-2,0.9702130832124976,7.136248898117799,257.5329159755717,29.03187620539676,0.0415811209228587,0.3817736311311561,0.5235371828595594,2.4607202443303184
23,minMAPE-3,0.3603112232275862,8.523417712678784,261.2745451261299,30.132350957677385,0.0400990218094715,0.384660771786446,0.4382078670875588,2.434667721831779
37,minMAPE-17,1.0659805826491258,12.520563294596744,267.0816927761902,35.19347249964781,0.0400000358125049,0.3921873428643174,0.4410537968687788,2.3394866774073617
33,minMAPE-13,0.0817827080312388,8.456567605904846,321.80228762470443,74.88607209057943,0.2932376636415091,0.4919599309704882,0.4739925275745371,2.4344353617594936
27,minMAPE-7,0.3036774107422829,9.183664363577671,326.75232577856184,75.31623133232611,0.2443063626977333,0.4937265265894318,0.5097114303621018,2.4443540815039766
36,minMAPE-16,0.2716528507848053,11.537841505884982,328.0216164354621,70.90370472716057,0.3269557271357055,0.4868838123011612,0.5115360959904809,2.4541490615982418
7,maxR2-7,0.3443228635953947,10.077973685190702,329.2829873218476,77.7343739327957,0.2538662194569049,0.4987420554974618,0.5024649827521409,2.4382252525177783
14,maxR2-14,0.492361104307105,10.70044013210171,329.30642984401504,77.97272157479115,0.2536103048844643,0.5015911483475213,0.5130635953020919,2.4407648112314866
15,maxR2-15,0.386939353004001,10.483555572109656,329.3606802591894,82.01417515759974,0.2591790052824625,0.5041516084920056,0.5037298893283699,2.435826750043547
38,minMAPE-18,0.4136823004438427,12.64515552058502,330.4482736655639,79.40661915145726,0.2535649200035906,0.5004059949203457,0.5071020082041054,2.442875447559904
0,maxR2-0,0.1348571729503092,10.291928945669447,331.2251564343073,80.27101378275493,0.2445403434107726,0.5038895914880019,0.5068330136426908,2.4419249921696835
9,maxR2-9,0.1646140840551062,9.97114154996027,331.56092593117614,80.24038382510922,0.2438242380907067,0.5023963454241951,0.5107647463003575,2.444556914238916
2,maxR2-2,0.0598716705939446,11.115624689610648,332.5887775305437,77.1847662156084,0.2683949397553242,0.4962710388559038,0.5171317617176521,2.445602783994444
1,maxR2-1,0.2581522071935292,10.574606348703815,332.7002375727427,80.40487121840064,0.2415452890673212,0.5042762935319289,0.500402503091731,2.431679934279573
5,maxR2-5,0.461484720983896,10.557874422675804,334.3126945949541,78.71479733403811,0.2505240150656783,0.5029746768259984,0.5076236066099428,2.4405799042652
20,minMAPE-0,0.2830293676026842,9.120005447333137,334.41950805348745,78.96395340140879,0.2556208902219235,0.5022689625724711,0.5099400460442666,2.446474332543669
13,maxR2-13,0.0004554433982563,9.974837123187326,334.5379201851554,81.4554605084071,0.2493929601758192,0.5085190109997173,0.4959268602926333,2.434926164631936
17,maxR2-17,0.0659378704783309,9.898054557136472,334.7454734431369,81.71844278958514,0.2476475000715813,0.5046629377205352,0.5151284537105748,2.4446455369137694
16,maxR2-16,0.1894051312166911,10.455251943037345,335.28460045351613,83.19626394757326,0.243613478381777,0.5074760256034211,0.5115404619606402,2.446998483543755
8,maxR2-8,0.5354655687852755,10.026429653357171,335.4408465765073,81.48682401471653,0.2582862019997312,0.5021736463765384,0.5089302867432772,2.441643329227541
12,maxR2-12,0.1951364462494157,10.155600122293404,336.10164696346965,80.79298920152839,0.2555752809980189,0.5031283033359707,0.5111584102571535,2.4417840309034844
4,maxR2-4,0.0145110390294289,9.321583932384785,337.015818948503,81.57573294717793,0.2628837342974492,0.5070790874860948,0.5101423576700779,2.4393654771306355
19,maxR2-19,0.5145304814871098,10.098391484778508,337.059826044559,79.1627651122859,0.2516549002876246,0.5042091989415964,0.5078189204081646,2.441719782565736
18,maxR2-18,0.150214035433653,9.708047775129122,337.57853745495584,80.85783293289325,0.2456507623961084,0.505910154305538,0.4958765052208944,2.438456221927191
10,maxR2-10,0.1133575654736279,10.205388514352403,338.7092301780722,79.96749077779613,0.2463052018101106,0.504922156870766,0.5094421879381463,2.4425425660708187
11,maxR2-11,0.1399952633886616,10.118508594681169,338.73619771694223,84.11752568840973,0.2589343500447401,0.5106553244645652,0.5083659714444626,2.4453254597485348
3,maxR2-3,0.3334343218470799,9.80751786290723,340.1192982897526,80.32014897760993,0.2813935743802294,0.5037365078493536,0.4954723984773529,2.437345089089928
6,maxR2-6,0.0544561041356439,9.865405477130512,345.148145308403,81.85341556175928,0.1936291816270565,0.5092461997006387,0.4955522275459367,2.427032626035134
30,minMAPE-10,0.7497248968784328,9.37570807571017,345.66189837006846,83.57234762493066,0.2697482948475814,0.5118226379745581,0.5006884471021755,2.446115300238595
34,minMAPE-14,0.6660610927947206,7.172942739372269,346.7603659310952,86.17628296704419,0.2280676875905545,0.5183871783223515,0.503613965440937,2.431641694466002
39,minMAPE-19,0.0049218505055687,10.406385019368296,347.1872165343884,85.88391158226543,0.2173000717130899,0.5146373140820907,0.4913765654853671,2.4426853083189046
32,minMAPE-12,0.1780190462601932,7.314315389724871,347.9438486727547,87.32900452772166,0.255849816484444,0.5163614168634313,0.5152865480697211,2.4447154813832714
24,minMAPE-4,0.0037564512217788,7.667480274756655,349.9039478731358,91.0282548301891,0.2488157750989007,0.5219247202022487,0.5153441909669486,2.446516999343208
25,minMAPE-5,0.6583128141411235,0.7225379140593962,352.3939149720141,84.4711034217691,0.0741259085646796,0.5153555695087547,0.5010949671855672,2.420572105208308
26,minMAPE-6,0.1663459171451282,10.188782683998808,353.6580146455686,91.8736116341465,0.2526841361885467,0.5295137790786638,0.517650603719575,2.4465056585149565
28,minMAPE-8,0.0849593300527156,5.5568714770808505,361.04185802179,100.12892750306538,0.2498528456906207,0.5314824253408388,0.5150238110031492,2.443997574232818
35,minMAPE-15,0.9959819941409276,2.147525731277314,362.35599452792167,99.19853695591851,0.2606404900488906,0.5354615687109929,0.5083946546793161,2.4290509040040678
31,minMAPE-11,0.7041805570524412,9.55494822705602,368.36544597469725,105.6300453570072,0.248771505661823,0.5391700171778122,0.5097335619057394,2.4453883705384287
29,minMAPE-9,2.891935452265249,5.785938819154747,370.460363047668,103.72974505035062,0.2502348250995996,0.5399649671065648,0.5222921797557517,2.456847381667251
