,#,substance,SigC800,SigBr730,EpsC800,EpsBr730,MAPE_dens1,MAPE_dens2,MAPE_RCE1,MAPE_RCE2,prediction_1-bromobutane,prediction_2-bromobutane,RCE1,RCE2,RCE3,RCE4,RCE5,RCE6,RCE7,RCE8,RCE9,RCE21,RCE22,RCE23
19,maxR2-19,both,0.25165490028762466,0.5042091989415964,0.5078189204081646,2.4417197825657357,0.5145304814871098,10.098391484778507,337.059826044559,79.1627651122859,1282.3643798828125,1385.5882568359375,2.008843212237094,0.01553537284894783,-2.574808795411089,0.0,-1.2100860420650135,-1.1883365200764837,-3.626912045889104,2.007170172084129,-2.6104206500956013,0.0,0.7081739961759067,-1.0325047801147278
20,minMAPE-0,both,0.2556208902219235,0.5022689625724711,0.5099400460442666,2.446474332543669,0.2830293676026842,9.120005447333135,334.41950805348745,78.96395340140879,1279.410888671875,1373.2752685546875,2.005497131931171,0.035372848948373836,-2.5573613766730374,0.0,-1.1692160611854674,-1.1995697896749535,-3.5989483747609925,1.9746653919694073,-2.5812619502868026,0.0,0.761233269598464,-0.9665391969407292
21,minMAPE-1,both,0.10602639253839419,0.37551501564474393,0.4993979043668262,2.4333380334428565,0.08710450673106715,13.198511838249901,254.51471891274463,27.529276426848458,1274.688720703125,1424.603271484375,1.2638623326959872,0.025095602294459413,-0.6563097514340298,0.0,-1.1534416826003808,-1.1529636711281033,-1.7688814531548713,1.2700764818355692,-0.6524856596558293,0.0,1.2010038240917726,0.744263862332697
22,minMAPE-2,both,0.04158112092285875,0.38177363113115614,0.5235371828595594,2.4607202443303184,0.9702130832124977,7.136248898117799,257.5329159755717,29.031876205396756,1288.177978515625,1348.3096923828125,1.316682600382406,0.05043021032504405,-0.7217973231357577,0.0,-1.1601338432122403,-1.1536806883365196,-1.849904397705547,1.3219407265774392,-0.7124760994263849,0.0,1.1794933078393885,0.6842734225621414
23,minMAPE-3,both,0.04009902180947156,0.384660771786446,0.4382078670875588,2.434667721831779,0.36031122322758624,8.523417712678784,261.2745451261299,30.132350957677385,1280.3968505859375,1365.7672119140625,1.3257648183556399,0.04971319311663442,-0.7688814531548788,0.0,-1.1747131931166397,-1.172801147227536,-1.8900573613766767,1.3487093690248566,-0.7746175908221831,0.0,1.1436424474187372,0.6171128107074554
24,minMAPE-4,both,0.2488157750989007,0.5219247202022487,0.5153441909669486,2.446516999343208,0.003756451221778847,7.667480274756655,349.9039478731358,91.0282548301891,1275.7520751953125,1354.9952392578125,2.0595124282982766,0.10086042065009489,-2.8733269598470343,0.0,-1.1735181644359456,-1.2260994263862321,-3.942877629063101,2.01362332695985,-2.88599426386233,0.0,0.6324091778202644,-1.3004302103250482
25,minMAPE-5,both,0.07412590856467967,0.5153555695087547,0.5010949671855672,2.4205721052083082,0.6583128141411235,0.7225379140593962,352.3939149720141,84.4711034217691,1267.4012451171875,1267.5931396484375,2.061902485659651,0.09823135755258158,-2.7629063097514344,0.0,-1.2798757170172128,-1.2327915869980917,-3.8962715105162506,2.000956022944547,-2.7641013384321216,0.0,0.7163001912045922,-1.1472275334607989
26,minMAPE-6,both,0.25268413618854674,0.5295137790786638,0.517650603719575,2.4465056585149565,0.1663459171451282,10.188782683998808,353.6580146455686,91.8736116341465,1277.9222412109375,1386.725830078125,2.031787762906311,0.03871892925430357,-2.9854206500955986,0.0,-1.2048279158699802,-1.1625239005736148,-4.063575525812622,2.106118546845127,-3.029636711281068,0.0,0.6728011472275329,-1.3668738049713178
27,minMAPE-7,both,0.24430636269773337,0.49372652658943184,0.5097114303621018,2.4443540815039766,0.30367741074228294,9.183664363577671,326.75232577856184,75.31623133232611,1279.67431640625,1374.076416015625,1.9275812619502861,0.046367112810704686,-2.3910133843212216,0.0,-1.1610898661567888,-1.188097514340345,-3.4342734225621414,1.9361854684512425,-2.437380497131933,0.0,0.7722275334608018,-0.8685468451242865
28,minMAPE-8,both,0.24985284569062077,0.5314824253408388,0.5150238110031492,2.443997574232818,0.0849593300527156,5.5568714770808505,361.04185802179,100.12892750306538,1276.8839111328125,1328.4332275390625,2.0815009560229454,0.034416826003825396,-3.0286806883365194,0.0,-1.2363766730401533,-1.2323135755258139,-4.1269120458891,2.1087476099426405,-3.056883365200763,0.0,0.5951242829827937,-1.470124282982794
