,Dens1SimMAPE,Dens2SimMAPE,RCE1MAPE,RCE2MAPE,SigC800,SigBr730,EpsC800,EpsBr730,Dens1PredMAPE,Dens1Pred,Dens2PredMAPE,Dens2Pred,Dens1Sim,Dens1SimErr,Dens2Sim,Dens2SimErr,RCE1,RCE2,RCE3,RCE4,RCE5,RCE6,RCE7,RCE8,RCE9,RCE21,RCE22,RCE23,#
11,5.413857971468877,1.5725069527214908,338.73619771694223,84.11752568840973,0.2589343500447401,0.5106553244645652,0.5083659714444626,2.4453254597485348,0.1399952633886616,1277.5860595703125,10.118508594681169,1385.8414306640625,1206.73,0.99,1238.71,0.84,2.043738049713197,0.0638145315487561,-2.658221797323132,0.0,-1.1871414913957898,-1.1725621414913905,-3.735181644359461,2.055927342256215,-2.69885277246654,0.0,0.6386233269598464,-1.1460325047801116,maxR2-11
3,4.873020849662944,1.1418355184743656,340.1192982897526,80.32014897760993,0.2813935743802294,0.5037365078493536,0.4954723984773529,2.437345089089928,0.3334343218470799,1280.053955078125,9.80751786290723,1381.9276123046875,1213.63,1.4,1244.13,2.2,1.987332695984703,0.0755258126195034,-2.581978967495219,0.0,-1.2289674952198844,-1.2251434034416837,-3.630019120458895,1.9404875717017207,-2.591300191204592,0.0,0.7069789674952195,-1.0609464627151035,maxR2-3
6,5.322150807336563,1.6964640444974102,345.148145308403,81.85341556175928,0.1936291816270565,0.5092461997006387,0.4955522275459367,2.427032626035134,0.0544561041356439,1276.4947509765625,9.865405477130512,1382.6561279296875,1207.9,0.69,1237.15,1.5,1.9639101338432152,0.1180688336520075,-2.696701720841297,0.0,-1.2100860420650066,-1.2452198852772418,-3.754541108986616,1.9940248565965624,-2.70267686424474,0.0,0.6854684512428354,-1.1216539196940687,maxR2-6
30,5.6607618749020245,1.7457290425109278,345.66189837006846,83.57234762493066,0.2697482948475814,0.5118226379745581,0.5006884471021755,2.446115300238595,0.7497248968784328,1285.364990234375,9.37570807571017,1376.4932861328125,1203.58,0.99,1236.53,0.68,1.9579349904397725,-0.0391969407265743,-2.7170172084130004,0.0,-1.2117590822179716,-1.2081739961759097,-3.786089866156789,1.9548279158699813,-2.760277246653921,0.0,0.6857074569789674,-1.1615678776290663,minMAPE-10
34,6.082458065527505,2.234406038935232,346.7603659310952,86.17628296704419,0.2280676875905545,0.5183871783223515,0.503613965440937,2.431641694466002,0.6660610927947206,1284.297607421875,7.172942739372269,1348.771484375,1198.2,0.93,1230.38,0.77,2.042304015296364,0.0917782026768609,-2.8343690248565987,0.0,-1.2041108986615705,-1.1859464627151093,-3.870697896749527,2.057361376673041,-2.839627151051625,0.0,0.6806883365200797,-1.2282504780114678,minMAPE-14
39,5.920990750901392,1.9253079062375857,347.1872165343884,85.88391158226543,0.2173000717130899,0.5146373140820907,0.4913765654853671,2.4426853083189046,0.0049218505055687,1275.86279296875,10.406385019368296,1389.46435546875,1200.26,1.5,1234.27,0.92,2.110898661567883,0.0623804971319301,-2.772705544933078,0.0,-1.22323135755258,-1.211042065009555,-3.8432122370936863,2.026768642447423,-2.7860898661567832,0.0,0.645076481835567,-1.1947896749521976,minMAPE-19
32,5.76187490202226,2.0294000794596716,347.9438486727547,87.32900452772166,0.255849816484444,0.5163614168634313,0.5152865480697211,2.4447154813832714,0.1780190462601932,1278.0711669921875,7.314315389724871,1350.5506591796875,1202.29,0.75,1232.96,0.63,2.0781548757170154,0.050430210325044,-2.823613766730406,0.0,-1.2067399617590835,-1.2143881453154917,-3.854206500956024,2.003824091778199,-2.818355640535373,0.0,0.7110420650095588,-1.2201242829827892,minMAPE-12
24,6.308198777237813,2.3329360349622488,349.9039478731358,91.0282548301891,0.2488157750989007,0.5219247202022487,0.5153441909669486,2.446516999343208,0.0037564512217788,1275.7520751953125,7.667480274756655,1354.9952392578125,1195.32,0.87,1229.14,1.2,2.0595124282982766,0.1008604206500948,-2.8733269598470343,0.0,-1.1735181644359456,-1.226099426386232,-3.942877629063101,2.01362332695985,-2.88599426386233,0.0,0.6324091778202644,-1.3004302103250482,minMAPE-4
25,5.902962846841193,2.0588001589193548,352.3939149720141,84.4711034217691,0.0741259085646796,0.5153555695087547,0.5010949671855672,2.420572105208308,0.6583128141411235,1267.4012451171875,0.7225379140593962,1267.5931396484375,1200.49,0.98,1232.59,0.44,2.061902485659651,0.0982313575525815,-2.7629063097514344,0.0,-1.2798757170172128,-1.2327915869980917,-3.89627151051625,2.000956022944547,-2.7641013384321216,0.0,0.7163001912045922,-1.1472275334607989,minMAPE-5
26,7.188430788524851,2.85578069129917,353.6580146455686,91.8736116341465,0.2526841361885467,0.5295137790786638,0.517650603719575,2.4465056585149565,0.1663459171451282,1277.9222412109375,10.188782683998808,1386.725830078125,1184.09,1.0,1222.56,1.2,2.031787762906311,0.0387189292543035,-2.985420650095598,0.0,-1.2048279158699802,-1.1625239005736148,-4.063575525812622,2.106118546845127,-3.029636711281068,0.0,0.6728011472275329,-1.3668738049713178,minMAPE-6
28,7.268380623922247,2.9662296384584765,361.04185802179,100.12892750306538,0.2498528456906207,0.5314824253408388,0.5150238110031492,2.443997574232818,0.0849593300527156,1276.8839111328125,5.5568714770808505,1328.4332275390625,1183.07,1.5,1221.17,1.1,2.0815009560229454,0.0344168260038253,-3.02868068833652,0.0,-1.2363766730401533,-1.232313575525814,-4.1269120458891,2.1087476099426405,-3.056883365200763,0.0,0.5951242829827937,-1.470124282982794,minMAPE-8
35,7.697131211788685,3.412793007548673,362.35599452792167,99.19853695591851,0.2606404900488906,0.5354615687109929,0.5083946546793161,2.4290509040040678,0.9959819941409276,1263.09326171875,2.147525731277314,1285.526611328125,1177.6,1.5,1215.55,1.4,2.0267686424474163,0.0647705544933046,-3.0745697896749533,0.0,-1.2053059273422575,-1.2265774378585097,-4.17041108986616,2.0097992351816423,-3.169455066921605,0.0,0.5767208413001937,-1.4271032504780123,minMAPE-15
31,8.303025552594455,3.9713945172824805,368.36544597469725,105.6300453570072,0.248771505661823,0.5391700171778122,0.5097335619057394,2.4453883705384287,0.7041805570524412,1284.783935546875,9.55494822705602,1378.7490234375,1169.87,1.1,1208.52,1.3,2.168738049713196,-0.0009560229445484,-3.1811663479923524,0.0,-1.26003824091778,-1.2344646271510498,-4.253585086042064,1.997609942638624,-3.1646749521988493,0.0,0.5442160611854653,-1.5399139579349932,minMAPE-11
29,8.324188744317293,4.04290822407629,370.460363047668,103.72974505035062,0.2502348250995996,0.5399649671065648,0.5222921797557517,2.456847381667251,2.891935452265249,1312.6953125,5.785938819154747,1331.3160400390625,1169.6,1.2,1207.62,0.41,2.0425430210325097,0.0057361376673042,-3.1763862332695965,0.0,-1.250478011472275,-1.255497131931163,-4.276768642447413,2.058317399617596,-3.2330305927342224,0.0,0.5717017208412992,-1.5272466539196976,minMAPE-9
