,#,substance,SigC800,SigBr730,EpsC800,EpsBr730,MAPE_dens1,MAPE_dens2,MAPE_RCE1,MAPE_RCE2,prediction_1-bromobutane,prediction_2-bromobutane,RCE1,RCE2,RCE3,RCE4,RCE5,RCE6,RCE7,RCE8,RCE9,RCE21,RCE22,RCE23
0,maxR2-0,1-bromobutane,0.26009193603003,0.09659371293606507,0.720299690338746,2.5021199040314057,85.07693746881687,None,167.54051305865818,None,2361.2115682271656,None,0.29923518164436175,0.04708413001912111,-0.02318355640535574,0.0,1.1716061185468418,1.1644359464627116,1.0356118546845121,0.2989961759082229,-0.010516252390060024,None,None,None
1,maxR2-1,1-bromobutane,0.2244534533792325,0.07094810799033623,0.6853062831462948,2.5261079807173292,175.52897071022778,None,170.44920806135676,None,3515.198608321086,None,0.3472753346080313,0.042065009560233305,0.027485659655833914,0.0,1.1993307839388145,1.19694072657744,1.0905831739961798,0.3728489483747615,0.030592734225624838,None,None,None
2,maxR2-2,1-bromobutane,0.26565423433354046,0.08921930632727981,0.8456325957945263,2.5382408480290777,103.60728446333847,None,165.22834256220045,None,2597.621735183272,None,0.3035372848948399,0.013862332695982964,-0.02318355640535574,0.0,1.1534416826003808,1.143881453154876,1.021749521988529,0.311185468451241,-0.010755258126198833,None,None,None
3,maxR2-3,1-bromobutane,0.22955433739798656,0.06231358392864911,0.6859430918301296,2.5164520523365415,204.51088101958152,None,166.66319415439386,None,-1333.3498200478207,None,0.3025812619502847,0.00836520076481754,0.011472275334608465,0.0,1.1512906309751452,1.1634799235181632,1.066443594646269,0.3087954110898665,0.002868068833652116,None,None,None
4,maxR2-4,1-bromobutane,0.2059395554825044,0.08914751139162957,0.7233946060719763,2.5209833025798054,117.81878199501863,None,168.52737207316193,None,2778.9320206924476,None,0.33867112810707495,0.043260038240920555,-0.017686424474190315,0.0,1.1716061185468418,1.1830783938814504,1.0492351816443561,0.33197896749522227,-0.01553537284894783,None,None,None
5,maxR2-5,1-bromobutane,0.23459617760226462,0.07274683872502484,0.7043587714175291,2.5017285034168073,156.06466424318566,None,166.5752799485901,None,3266.8729864145625,None,0.3479923518164409,0.04086998087953926,-0.004063097514339366,0.0,1.165152963671128,1.1608508604206498,1.0492351816443561,0.3319789674952155,0.006214149139575057,None,None,None
6,maxR2-6,1-bromobutane,0.21399550744464477,0.11274058883115765,0.6823444642296311,2.4975830076899124,61.551055272440635,None,165.25557094029813,None,2061.0683631657976,None,0.3037762906309787,0.029397705544937588,-0.062380497131930134,0.0,1.1551147227533456,1.13456022944551,1.0011950286806865,0.2939770554493351,-0.051625239005738094,None,None,None
7,maxR2-7,1-bromobutane,0.29433512605686807,0.12115113826442693,0.7509323983414198,2.524691002006334,0.23193305283869442,None,169.31031170644036,None,1272.840998111884,None,0.26553537284894596,0.022227533460800503,-0.07241873804971254,0.0,1.1723231357552584,1.1725621414913971,1.0121892925430174,0.21008604206500733,-0.06787762906309555,None,None,None
8,maxR2-8,1-bromobutane,0.22129265973502354,0.08957407526298101,0.7060912763932031,2.5338488789855225,105.92548561763482,None,166.20008266826855,None,2627.197345509785,None,0.3389101338432137,-0.0033460803059297333,-0.029636711281069605,0.0,1.1584608030592753,1.1505736137667286,1.029636711281069,0.31405353728489316,-0.02891969407265997,None,None,None
9,maxR2-9,1-bromobutane,0.31442005079189134,0.1596612898995752,0.7561371346655261,2.567022474988165,1.0904195223095277,None,173.97408407020507,None,1261.888427734375,None,0.14196940726577295,0.02413957934990418,-0.1307361376673101,0.0,1.1904875717017196,1.2108030592734162,1.0004780114722702,0.1921606118546782,-0.12691204588910274,None,None,None
10,maxR2-10,1-bromobutane,0.23835998203676967,0.08607854299649997,0.7268051201048957,2.5179159930869646,112.47390962683738,None,165.25433439933522,None,2710.742139019191,None,0.3159655831739968,0.022227533460807296,-0.017447418738051505,0.0,1.1388623326959881,1.1565487571701718,1.0339388145315471,0.3152485659655872,-0.013145315487573332,None,None,None
11,maxR2-11,1-bromobutane,0.2375780899295784,0.08527485840831592,0.7256140171151808,2.51747139135637,103.75220059636543,None,165.19066108276235,None,2599.47057520843,None,0.34918738049713494,0.02413957934990418,-0.01553537284894783,0.0,1.1479445506692154,1.1522466539196936,1.0305927342256243,0.33389101338431915,-0.014579349904399389,None,None,None
12,maxR2-12,1-bromobutane,0.2551516641910329,0.060469724931543435,0.6860362326425126,2.5085299608939216,224.60240479860025,None,166.40930435656173,None,-1589.6774804205415,None,0.29732313575525804,0.03489483747610301,0.013623326959850949,0.0,1.1491395793499095,1.164913957934996,1.0685946462715112,0.330783938814535,0.008126195028685525,None,None,None
13,maxR2-13,1-bromobutane,0.22255810345009164,0.0949258479156313,0.7983580247459988,2.538210510738011,92.29176362926759,None,166.49782902727344,None,2453.258320382196,None,0.31118546845124784,0.02891969407265997,-0.01171128107074048,0.0,1.1541586998087972,1.165391969407267,1.0305927342256243,0.32672084130019563,-0.026768642447417487,None,None,None
14,maxR2-14,1-bromobutane,0.2937207089893282,0.12140971471681218,0.7433045495383213,2.510683111907154,0.14391496222526784,None,166.78442444440725,None,1273.96393291193,None,0.2602772466539194,-0.01338432122371214,-0.0934512428298258,0.0,1.1398183556405366,1.1579827915869978,0.9885277246653909,0.2390057361376673,-0.09010516252390285,None,None,None
15,maxR2-15,1-bromobutane,0.2952771966002967,0.12695272378130057,0.7609010263897285,2.519557903477256,0.21030305088601864,None,168.930115150747,None,1273.1169536767961,None,0.23040152963671096,-0.010516252390060024,-0.10014340344168526,0.0,1.1673040152963639,1.165152963671128,0.9949808795411048,0.2492829827915885,-0.09034416826004166,None,None,None
16,maxR2-16,1-bromobutane,0.23514552048897508,0.11655590022721292,0.8600217678096923,2.6522798776869734,49.51908238948112,None,161.56721006055974,None,1907.564453125,None,0.3171606118546841,0.01673040152963508,-0.08365200764818219,0.0,1.1111376673040154,1.1166347992351808,0.9588910133843213,0.2863288718929272,-0.0788718929254332,None,None,None
17,maxR2-17,1-bromobutane,0.20557629002276384,0.0617146398017438,0.6736368919422882,2.5040259814271093,225.35428225513897,None,169.79469665542712,None,-1599.2699330110627,None,0.3305449330783962,0.045411089866156246,0.018164435946461138,0.0,1.195745697896746,1.1809273422562148,1.0855640535372852,0.3231357552581271,0.019837476099426005,None,None,None
18,maxR2-18,1-bromobutane,0.29236552633673657,0.12418363461309624,0.7474716659510109,2.5201976575562024,0.3397295195536298,None,172.49950656552608,None,1271.4657307895347,None,0.24641491395793638,0.043738049713191375,-0.04804015296366955,0.0,1.2026768642447443,1.203154875717022,1.041586998087955,0.2619502868068842,-0.04804015296366955,None,None,None
19,maxR2-19,1-bromobutane,0.28317182485814796,0.11934372538002311,0.7528209533402819,2.513935266101646,0.28328541338546454,None,168.08755468438883,None,1272.1858446960282,None,0.2770076481835612,0.010516252390060024,-0.047562141491391936,0.0,1.1692160611854743,1.1684990439770577,1.012906309751434,0.2980401529636745,-0.050908221797321664,None,None,None
20,minMAPE-0,1-bromobutane,0.26024364133480987,0.08570998741190028,0.7274271314089726,2.5157904566301057,11873.88578643758,None,168.51690823843703,None,-150211.23486337066,None,0.28680688336519805,0.06500956022944344,0.021749521988522886,0.0,1.1694550669216062,1.1859464627151024,1.0795889101338423,0.33867112810707495,0.021271510516252062,None,None,None
21,minMAPE-1,1-bromobutane,0.20351200085834503,0.06192672201497884,0.691534963399125,2.510318209289041,18507.698090341768,None,168.97922222664837,None,237397.01223658025,None,0.3214627151051622,0.05305927342256415,0.030353728489486028,0.0,1.18977055449331,1.1794933078393885,1.0879541108986597,0.36830783938814454,0.033221797323138146,None,None,None
22,minMAPE-2,1-bromobutane,0.22762000767141624,0.07962265423893417,0.71953038313556,2.501084649342992,19203.887000618128,None,167.06853741066902,None,246278.99035388604,None,0.3346080305927356,0.034177820267686586,0.0007170172084164255,0.0,1.1747131931166328,1.1567877629063106,1.0518642447418762,0.31739961759082286,0.002390057361381292,None,None,None
23,minMAPE-3,1-bromobutane,0.26024364133480987,0.08570998741190028,0.7274271314089726,2.5157904566301057,26420.096038168624,None,168.51690823843703,None,-335791.7852549553,None,0.28680688336519805,0.06500956022944344,0.021749521988522886,0.0,1.1694550669216062,1.1859464627151024,1.0795889101338423,0.33867112810707495,0.021271510516252062,None,None,None
24,minMAPE-4,1-bromobutane,0.22426458768634244,0.07973405584130072,0.7206978117413813,2.504521318214089,53095.39549954594,None,168.0101033849872,None,-676115.255783207,None,0.3274378585086053,0.03800191204588714,0.006453154875720658,0.0,1.1656309751434057,1.179015296367111,1.0717017208413022,0.34894837476099616,0.0038240917782005573,None,None,None
25,minMAPE-5,1-bromobutane,0.26024364133480987,0.08570998741190028,0.7274271314089726,2.5157904566301057,58470.523094520366,None,168.51690823843703,None,-744691.1336398907,None,0.28680688336519805,0.06500956022944344,0.021749521988522886,0.0,1.1694550669216062,1.1859464627151024,1.0795889101338423,0.33867112810707495,0.021271510516252062,None,None,None
26,minMAPE-6,1-bromobutane,0.26024364133480987,0.08570998741190028,0.7274271314089726,2.5157904566301057,56663.56646641131,None,168.51690823843703,None,724189.5809784755,None,0.28680688336519805,0.06500956022944344,0.021749521988522886,0.0,1.1694550669216062,1.1859464627151024,1.0795889101338423,0.33867112810707495,0.021271510516252062,None,None,None
27,minMAPE-7,1-bromobutane,0.26024364133480987,0.08570998741190028,0.7274271314089726,2.5157904566301057,24831.888400850054,None,168.51690823843703,None,-315529.432218045,None,0.28680688336519805,0.06500956022944344,0.021749521988522886,0.0,1.1694550669216062,1.1859464627151024,1.0795889101338423,0.33867112810707495,0.021271510516252062,None,None,None
28,minMAPE-8,1-bromobutane,0.24733357024232072,0.08997995299155659,0.7313897169294158,2.519524294547751,26146.038291298366,None,164.52340747732325,None,-332295.35652038455,None,0.2946940726577448,0.0050191204588946,-0.02724665391968831,0.0,1.1410133843212238,1.1379063097514397,1.015774378585086,0.27724665391970005,-0.023422562141487753,None,None,None
29,minMAPE-9,1-bromobutane,0.20301861577965963,0.07827143371824587,0.7186796153810843,2.478654964159641,24771.86971216942,None,167.10235887965365,None,-314763.71378785744,None,0.32170172084130105,0.014101338432121772,-0.0031070745697909245,0.0,1.1663479923518154,1.1601338432122403,1.052581261950286,0.31931166347992657,-0.007887189292539924,None,None,None
30,minMAPE-10,1-bromobutane,0.2602436413348217,0.08570998741190136,0.7274271314089719,2.5157904566301057,14076.616124113136,None,168.51690823843703,None,-178313.6685114354,None,0.28680688336519805,0.06500956022944344,0.021749521988522886,0.0,1.1694550669216062,1.1859464627151024,1.0795889101338423,0.33867112810707495,0.021271510516252062,None,None,None
31,minMAPE-11,1-bromobutane,0.26024364133480987,0.08570998741190028,0.7274271314089726,2.5157904566301057,22779.058852017708,None,168.51690823843703,None,291891.03283404186,None,0.28680688336519805,0.06500956022944344,0.021749521988522886,0.0,1.1694550669216062,1.1859464627151024,1.0795889101338423,0.33867112810707495,0.021271510516252062,None,None,None
32,minMAPE-12,1-bromobutane,0.26024364133480987,0.08570998741190028,0.7274271314089726,2.5157904566301057,23194.890103734087,None,168.51690823843703,None,297196.2079434395,None,0.28680688336519805,0.06500956022944344,0.021749521988522886,0.0,1.1694550669216062,1.1859464627151024,1.0795889101338423,0.33867112810707495,0.021271510516252062,None,None,None
33,minMAPE-13,1-bromobutane,0.26024364133480987,0.08570998741190028,0.7274271314089726,2.5157904566301057,15559.121831483368,None,168.51690823843703,None,199779.07632606477,None,0.28680688336519805,0.06500956022944344,0.021749521988522886,0.0,1.1694550669216062,1.1859464627151024,1.0795889101338423,0.33867112810707495,0.021271510516252062,None,None,None
34,minMAPE-14,1-bromobutane,0.26024364133480987,0.08570998741190028,0.7274271314089726,2.5157904566301057,7330.25698544445,None,168.51690823843703,None,94795.2186203003,None,0.28680688336519805,0.06500956022944344,0.021749521988522886,0.0,1.1694550669216062,1.1859464627151024,1.0795889101338423,0.33867112810707495,0.021271510516252062,None,None,None
35,minMAPE-15,1-bromobutane,0.20516431231811594,0.06021636904091539,0.6675221129422483,2.5632197239360477,16900.93093736214,None,168.00640064190318,None,216897.87689886615,None,0.3123804971319283,0.022705544933078123,0.01075525812619204,0.0,1.1689770554493286,1.1737571701720844,1.069311663479921,0.3379541108986585,0.001912045889103675,None,None,None
36,minMAPE-16,1-bromobutane,0.218626519373339,0.2984572348076492,0.6001477679531374,2.499712818822634,0.5400917874154197,None,161.86515334669437,None,1268.909508976154,None,-0.7146271510516273,0.0011950286806872495,-0.1304971319311645,0.0,1.0394359464627125,1.0260516252390073,0.9032026768642438,-0.710564053537288,-0.13217017208412937,None,None,None
37,minMAPE-17,1-bromobutane,0.26024364133480987,0.08570998741190028,0.7274271314089726,2.5157904566301057,1989.43706591343,None,168.51690823843703,None,26657.038086923538,None,0.28680688336519805,0.06500956022944344,0.021749521988522886,0.0,1.1694550669216062,1.1859464627151024,1.0795889101338423,0.33867112810707495,0.021271510516252062,None,None,None
38,minMAPE-18,1-bromobutane,0.23727714533034433,0.07651172113448645,0.6478611656099007,2.4436452912011806,8794.725547627782,None,167.57640873679205,None,-110927.30853663525,None,0.3044933078393883,0.040152963671129624,0.001434034416826058,0.0,1.1684990439770577,1.1677820267686414,1.0607074569789647,0.32672084130018886,0.002868068833652116,None,None,None
39,minMAPE-19,1-bromobutane,0.22762000767140445,0.07962265423893308,0.7195303831355607,2.501084649342992,2002.8750968796846,None,167.06853741066902,None,-24276.880485991016,None,0.3346080305927356,0.034177820267686586,0.0007170172084164255,0.0,1.1747131931166328,1.1567877629063106,1.0518642447418762,0.31739961759082286,0.002390057361381292,None,None,None
