,#,MAPE_dens1,MAPE_dens2,MAPE_RCE1,MAPE_RCE2,SigC800,SigBr730,EpsC800,EpsBr730
17,maxR2-17,0.3249472281408527,10.542905025960971,331.13615236350535,79.85003516892428,0.2378830584347098,0.5025312128694771,0.4718341727833946,2.403554449699973
12,maxR2-12,0.1990895661569072,9.543461199878664,335.2549274758431,83.18885335338888,0.2833595649423683,0.5104808722249099,0.5086499405940909,2.430325003166929
1,maxR2-1,0.4556189951974381,9.643412988335022,337.74798368548653,85.18168325653555,0.2514448385949873,0.5132264139157848,0.5136883885808241,2.4400397121810857
0,maxR2-0,0.3976268594968337,9.31075883092969,338.0881164991268,84.77053014972333,0.2523421330687195,0.5133659110710891,0.5087948166515901,2.4422944488754688
39,minMAPE-19,21.24950939806642,0.4697902881446745,338.846729094687,87.76643678993213,0.247909333391105,0.5170923203496083,0.5131530125291006,2.445082520792876
7,maxR2-7,0.3715302008690543,9.405621849548073,339.7097313035773,85.42339703731643,0.2589268208944963,0.5158023669630416,0.5195697994323395,2.4506615662118327
6,maxR2-6,0.3107222313258264,9.522153685781388,339.79319763278886,83.44091666532503,0.2558004938861585,0.5142992216332464,0.5127885561457934,2.44323056525238
19,maxR2-19,0.1609329538371379,8.745236757671035,340.3403533091851,87.05018644741234,0.2588054476898511,0.5187533914073496,0.5181292752847363,2.4491206806508554
9,maxR2-9,0.3417203298910523,9.761003086261288,341.39282477553274,80.70548182324478,0.2958492529684595,0.5101402583192014,0.5077458571402238,2.439811330667015
11,maxR2-11,0.0416296196772835,8.615734295850714,342.87307341541987,89.02350116513776,0.2513471961567682,0.5201171605201785,0.5106734615287848,2.441422396695021
4,maxR2-4,0.2322709624141304,9.082699963565464,343.44840025606453,85.04537406010101,0.2700705837320895,0.515933698932683,0.5298712177785226,2.385221897507125
8,maxR2-8,0.2609531582781829,9.112575584548836,344.00394377301365,85.80500383060526,0.2533005276943324,0.5157516401125797,0.510335550106473,2.441135774465278
3,maxR2-3,0.1640520086143177,9.50421512447828,344.067886623071,82.90963335601438,0.2694220900585906,0.5116022511491221,0.4986899600962602,2.4374524712306496
2,maxR2-2,0.1385962874003544,9.001793832798116,344.967762063069,85.42393137255262,0.2539008474064976,0.516515554745402,0.5117402551634438,2.4417730176546235
25,minMAPE-5,35.02667616392298,1.9584598075221065,346.00616026750737,84.4358964185938,0.2689339630244747,0.5167431525122655,0.5137809809439685,2.443424070910793
14,maxR2-14,0.4169417678138071,9.43445952780564,346.0296922030405,85.54349039185956,0.2586750901206665,0.515538421276039,0.5198076899667551,2.450054795345888
10,maxR2-10,0.2414528101271142,9.40050224658136,346.3612221488999,84.9296049709491,0.2522462439399142,0.5160737032704792,0.5114765943974875,2.442309983068032
16,maxR2-16,0.2724661425674122,9.017300291931116,347.30855457966214,84.59826883824323,0.2559042318391388,0.5190400458658992,0.5130729273394113,2.4424227469975377
15,maxR2-15,0.0257550932864027,8.791796258688947,347.3258335147622,89.78002273254477,0.2599576211921415,0.5194477779130298,0.5190199193273163,2.450150741303544
37,minMAPE-17,10.617711446566268,0.032027584364076,347.61858203520137,88.07535739330599,0.2571444230502103,0.5200242884884314,0.5209929922137007,2.445793230143225
18,maxR2-18,0.0960523524399608,8.523980621835879,349.53453629659333,85.45744670045904,0.2033545302007223,0.519018037828816,0.5105884884688234,2.425981011504172
13,maxR2-13,0.2135327100500385,8.972697215840956,350.3668509892145,83.34220925570006,0.2518853541113389,0.5161175064518717,0.51220465803629,2.4425128815257264
5,maxR2-5,0.1291052510869324,8.657086475132383,350.78665538965134,86.77334451491606,0.248234485491032,0.5201012244265864,0.5113196019597704,2.4413472630163984
28,minMAPE-8,9.131790663703034,0.6063353126449751,351.7681232755277,93.5532288539319,0.2542334774697818,0.5217137975818494,0.5139651834932025,2.445230188680158
