,ratio,rndint,degree,mape,r2
116,0.05,711.0,7.0,0.009089775998012004,0.9974228285771175
117,0.05,711.0,8.0,0.007880170981579076,0.997810922012615
118,0.05,711.0,9.0,0.010693924018086583,0.9961771022774293
119,0.05,711.0,10.0,0.02420565852865646,0.9739821644255717
120,0.05,985.0,1.0,0.14780330623919663,0.5307151326600908
121,0.05,985.0,2.0,0.06871256479839744,0.8820664457709915
122,0.05,985.0,3.0,0.03858657339672873,0.9680117443169992
123,0.05,985.0,4.0,0.027134011399927372,0.9841389517251445
124,0.05,985.0,5.0,0.015251487596495741,0.9942866482486644
125,0.05,985.0,6.0,0.011604191295455264,0.9964673633085582
126,0.05,985.0,7.0,0.010979464742170047,0.9965571131900216
127,0.05,985.0,8.0,0.008778072953965481,0.9975060587384343
128,0.05,985.0,9.0,0.008895440952687716,0.9971263912593781
129,0.05,985.0,10.0,0.012830641131002664,0.9931877134759874
130,0.05,171.0,1.0,0.19622482884705078,0.5006246848615242
131,0.05,171.0,2.0,0.08910670080659007,0.8942230724993665
132,0.05,171.0,3.0,0.03607045505785677,0.9818441720874791
133,0.05,171.0,4.0,0.02577880516702084,0.9888248072856379
134,0.05,171.0,5.0,0.015694353780454296,0.9960294619236386
135,0.05,171.0,6.0,0.012834004839326053,0.997286737323271
136,0.05,171.0,7.0,0.010422917354895169,0.99751327216282
137,0.05,171.0,8.0,0.009284022650869764,0.9981173803088671
138,0.05,171.0,9.0,0.012377592356024252,0.9943433765567014
139,0.05,171.0,10.0,0.0230284466969001,0.9840372077339673
140,0.05,75.0,1.0,0.1462976366094363,0.5505996834811575
141,0.05,75.0,2.0,0.06361465126694021,0.910082839869394
142,0.05,75.0,3.0,0.03619485005342244,0.9734831282253813
143,0.05,75.0,4.0,0.025971369801905144,0.9852685293589285
144,0.05,75.0,5.0,0.01492764331349301,0.9946098496557711
145,0.05,75.0,6.0,0.012009097570579899,0.9967786758157582
146,0.05,75.0,7.0,0.009844366361160505,0.9972440796082408
147,0.05,75.0,8.0,0.008227179279216056,0.997849534601466
148,0.05,75.0,9.0,0.010036130564820533,0.9968163525641626
149,0.05,75.0,10.0,0.015679732413919237,0.9846341192867127
150,0.05,16.0,1.0,0.20333056262702048,0.4611156131686929
151,0.05,16.0,2.0,0.08440449647833477,0.8969057146560127
152,0.05,16.0,3.0,0.03725609013759796,0.9799533782271354
153,0.05,16.0,4.0,0.029338349855176825,0.9863383865684934
154,0.05,16.0,5.0,0.018100918191753794,0.993550291686147
155,0.05,16.0,6.0,0.010798699605834091,0.9979961624439159
156,0.05,16.0,7.0,0.00839313785384539,0.9987265223216569
157,0.05,16.0,8.0,0.011123863286933934,0.9961816186625917
158,0.05,16.0,9.0,0.01340486131959638,0.9961551394039126
159,0.05,16.0,10.0,0.016854395175371607,0.9933118481889025
160,0.05,669.0,1.0,0.1548879369911795,0.5445761362048276
161,0.05,669.0,2.0,0.07453494205002688,0.8943384345897203
162,0.05,669.0,3.0,0.039562381598477615,0.9698583676418409
163,0.05,669.0,4.0,0.025515817804004876,0.9862784771406776
164,0.05,669.0,5.0,0.013138322390808135,0.9962174236638908
165,0.05,669.0,6.0,0.010099610096555744,0.9978741019954992
166,0.05,669.0,7.0,0.009536760874065985,0.9980101610644369
167,0.05,669.0,8.0,0.007593502723529189,0.9986070173075006
168,0.05,669.0,9.0,0.011100703013732742,0.9964595483872558
169,0.05,669.0,10.0,0.01980354443930256,0.9864404285467817
170,0.05,530.0,1.0,0.17139214136290248,0.49586466298955323
171,0.05,530.0,2.0,0.06710769259744924,0.9221621571927989
172,0.05,530.0,3.0,0.03568987112473755,0.9759832868990265
173,0.05,530.0,4.0,0.024210849584704413,0.9870615414709526
174,0.05,530.0,5.0,0.013034950614947608,0.9960785186641355
175,0.05,530.0,6.0,0.008763085242035638,0.9984563403581791
176,0.05,530.0,7.0,0.008018954437741777,0.9986387619871389
177,0.05,530.0,8.0,0.009901237868541761,0.9971471753748704
178,0.05,530.0,9.0,0.01025863853511847,0.9969354916790926
179,0.05,530.0,10.0,0.015001236808032663,0.992452242018149
180,0.05,999.0,1.0,0.16383986061222505,0.6099578300100703
181,0.05,999.0,2.0,0.08738709831210727,0.8869417142860806
182,0.05,999.0,3.0,0.045946620464354625,0.972338553330648
183,0.05,999.0,4.0,0.028009714630211333,0.9886430980981461
184,0.05,999.0,5.0,0.015821790509931852,0.9951427220195173
185,0.05,999.0,6.0,0.013684531683376145,0.9964886536329967
186,0.05,999.0,7.0,0.010727056764024844,0.9976941973738889
187,0.05,999.0,8.0,0.010199581505547693,0.9982969412074882
188,0.05,999.0,9.0,0.010717301896617959,0.9981435699968374
189,0.05,999.0,10.0,0.0173027270216514,0.9932297584444559
190,0.05,794.0,1.0,0.16793583258454034,0.4706447134456614
191,0.05,794.0,2.0,0.07816710511944332,0.8796801921422642
192,0.05,794.0,3.0,0.03083917409269715,0.9819827097669608
193,0.05,794.0,4.0,0.022438698387647567,0.9897220369855986
194,0.05,794.0,5.0,0.010578738977886826,0.9975090388464949
195,0.05,794.0,6.0,0.009024784373745768,0.9981186160668465
196,0.05,794.0,7.0,0.007264362731744596,0.9986042937021911
197,0.05,794.0,8.0,0.006372763439970348,0.9988897555899839
198,0.05,794.0,9.0,0.006969774736693615,0.9985717346692469
199,0.05,794.0,10.0,0.010133323104619743,0.9961960114090268
200,0.05,936.0,1.0,0.13906267101691056,0.6225755709014906
201,0.05,936.0,2.0,0.07038163044510666,0.8968294666495847
202,0.05,936.0,3.0,0.04013857679957096,0.9681098402163086
203,0.05,936.0,4.0,0.0258797161339899,0.9843795287872085
204,0.05,936.0,5.0,0.015925691900701165,0.993628250258826
205,0.05,936.0,6.0,0.012576384800235933,0.9957011820055195
206,0.05,936.0,7.0,0.010514623953252908,0.9964969954749641
207,0.05,936.0,8.0,0.010243280436062504,0.9966700204418562
208,0.05,936.0,9.0,0.01131833407788691,0.9961623224366468
209,0.05,936.0,10.0,0.020310367046679184,0.980469362194716
210,0.05,111.0,1.0,0.13803970378008032,0.5262601924616408
211,0.05,111.0,2.0,0.06122944313243826,0.8924093814278864
212,0.05,111.0,3.0,0.028589731967815835,0.9783063298605317
213,0.05,111.0,4.0,0.019979750934620736,0.9893660975454899
214,0.05,111.0,5.0,0.012125218340888831,0.9956780726365063
215,0.05,111.0,6.0,0.010310985533217956,0.9965652755463781
216,0.05,111.0,7.0,0.009809826892845116,0.996666366544434
217,0.05,111.0,8.0,0.008831849725571647,0.9970649214794718
218,0.05,111.0,9.0,0.010218557571032657,0.9963126696443079
219,0.05,111.0,10.0,0.012368431928525688,0.994585506901117
220,0.05,816.0,1.0,0.16386921482525238,0.5335624475462833
221,0.05,816.0,2.0,0.08296625412543891,0.8611672133346946
222,0.05,816.0,3.0,0.03650464946637972,0.9752238098023708
223,0.05,816.0,4.0,0.02425833634214397,0.9884698301438051
224,0.05,816.0,5.0,0.012297831764222694,0.9960171682739769
225,0.05,816.0,6.0,0.00933076792577224,0.9981237875450438
226,0.05,816.0,7.0,0.007034992083604306,0.9987081891301824
227,0.05,816.0,8.0,0.00698398124409831,0.9988662159112076
228,0.05,816.0,9.0,0.007519159611154652,0.9985620249349969
229,0.05,816.0,10.0,0.01313631160412113,0.9942848586859719
230,0.05,968.0,1.0,0.14660542179008212,0.4555765569213055
231,0.05,968.0,2.0,0.0631478924153946,0.9028543924434047
232,0.05,968.0,3.0,0.03066335846887786,0.979013138610309
233,0.05,968.0,4.0,0.0204757037983406,0.9887834899179646
234,0.05,968.0,5.0,0.011939980924527506,0.9952454344083339
235,0.05,968.0,6.0,0.010494546433613782,0.9963629298748349
236,0.05,968.0,7.0,0.008210517869234393,0.9973048246472371
237,0.05,968.0,8.0,0.007809892601092607,0.9975244623572338
238,0.05,968.0,9.0,0.008007419771863783,0.9975059873496983
239,0.05,968.0,10.0,0.010949025887386641,0.9950631114804641
240,0.05,48.0,1.0,0.13401583298268102,0.679625335009764
241,0.05,48.0,2.0,0.07537414935344998,0.8876952725992516
242,0.05,48.0,3.0,0.03536385335390446,0.9801192920389385
243,0.05,48.0,4.0,0.023467339463186857,0.9887780124611149
244,0.05,48.0,5.0,0.014442967426982435,0.995089477874178
245,0.05,48.0,6.0,0.011623363807410579,0.9972881182275679
246,0.05,48.0,7.0,0.01073912312282961,0.996030942679303
247,0.05,48.0,8.0,0.009071104198686094,0.9978763700511629
248,0.05,48.0,9.0,0.008947609641689313,0.9974063407646311
249,0.05,48.0,10.0,0.011971796762791687,0.9918413154576705
250,0.05,986.0,1.0,0.16600083653976372,0.48250879505871036
251,0.05,986.0,2.0,0.06699842167337575,0.9074068594708894
252,0.05,986.0,3.0,0.05031076718874839,0.9364873206908314
253,0.05,986.0,4.0,0.025528796270860563,0.9861113779575373
254,0.05,986.0,5.0,0.014246290194875836,0.9959059596433053
255,0.05,986.0,6.0,0.010718973099065427,0.9974309310952189
256,0.05,986.0,7.0,0.009004513721735899,0.9979732284419336
257,0.05,986.0,8.0,0.00898667943262165,0.9979868753610114
258,0.05,986.0,9.0,0.010722351513551057,0.9965423394438515
259,0.05,986.0,10.0,0.01494630600861581,0.9936951323726783
260,0.05,829.0,1.0,0.15139604138748738,0.6285505865635604
261,0.05,829.0,2.0,0.07608501175792222,0.8995643128704922
262,0.05,829.0,3.0,0.04204647793910211,0.9670657417326085
263,0.05,829.0,4.0,0.0255816787901342,0.9879424057230545
264,0.05,829.0,5.0,0.017608849447194017,0.9935048865654219
265,0.05,829.0,6.0,0.01208698238153449,0.9968583040900012
266,0.05,829.0,7.0,0.00988848321483424,0.9976218554513866
267,0.05,829.0,8.0,0.009599873379700231,0.9976826510503691
268,0.05,829.0,9.0,0.012281811855653245,0.9964924290655484
269,0.05,829.0,10.0,0.019634647809545384,0.986376856087999
270,0.05,996.0,1.0,0.15091385585910064,0.4884111232115188
271,0.05,996.0,2.0,0.06787233763472626,0.898332662235192
272,0.05,996.0,3.0,0.02997896448060234,0.9779962406525293
273,0.05,996.0,4.0,0.0198274444475008,0.9893860964203519
274,0.05,996.0,5.0,0.01177916664554773,0.9964799807895571
275,0.05,996.0,6.0,0.0076631836917347524,0.9984457323698105
276,0.05,996.0,7.0,0.007674374389679824,0.9979726364191558
277,0.05,996.0,8.0,0.007188648415360391,0.9978252517414921
278,0.05,996.0,9.0,0.007474695252865084,0.9978738062359882
279,0.05,996.0,10.0,0.014078886362404541,0.9893440608391666
280,0.05,272.0,1.0,0.13724132840288997,0.5595539873985378
281,0.05,272.0,2.0,0.06493025671697637,0.9002326236222634
282,0.05,272.0,3.0,0.03120958553331499,0.9784458565913208
283,0.05,272.0,4.0,0.021881378420404295,0.989024111876154
284,0.05,272.0,5.0,0.013332547398061905,0.995897857284276
285,0.05,272.0,6.0,0.010759674363561506,0.9974947754227395
286,0.05,272.0,7.0,0.008482031063252923,0.9980723296274309
287,0.05,272.0,8.0,0.008558429632034138,0.9963212998223947
288,0.05,272.0,9.0,0.009122352099888728,0.996086477873064
289,0.05,272.0,10.0,0.013842438508570181,0.9934290292733979
290,0.05,759.0,1.0,0.1601433314047125,0.45721105746184765
291,0.05,759.0,2.0,0.06967195751466458,0.8911938904046744
292,0.05,759.0,3.0,0.033806931826767035,0.9754909558621185
293,0.05,759.0,4.0,0.02480188821618448,0.9862341237221901
294,0.05,759.0,5.0,0.014599490617311727,0.9949598465222231
295,0.05,759.0,6.0,0.012785027412997987,0.995952589753298
296,0.05,759.0,7.0,0.009855905373308124,0.9969496677964307
297,0.05,759.0,8.0,0.009028383017675235,0.9972076983469016
298,0.05,759.0,9.0,0.013169636749393844,0.9891646025417821
299,0.05,759.0,10.0,0.01861032260507084,0.9678820902339311
300,0.05,390.0,1.0,0.19220487666658076,0.43850474854203936
301,0.05,390.0,2.0,0.07773286781253001,0.8902799425179109
302,0.05,390.0,3.0,0.038301404689161656,0.9641044625432303
303,0.05,390.0,4.0,0.028652278248505688,0.9798528368445765
304,0.05,390.0,5.0,0.013543798167712787,0.9948551287653178
305,0.05,390.0,6.0,0.010177232079651882,0.996823231707956
306,0.05,390.0,7.0,0.01012319959659113,0.9972446359710795
307,0.05,390.0,8.0,0.008412694069110454,0.9979238660165841
308,0.05,390.0,9.0,0.012677600230406224,0.9948383594562278
309,0.05,390.0,10.0,0.023059735079714757,0.979699744306196
310,0.05,930.0,1.0,0.16454776506871896,0.505188583951816
311,0.05,930.0,2.0,0.07256945413222694,0.8933086648108473
312,0.05,930.0,3.0,0.035156470360547185,0.978208007652297
313,0.05,930.0,4.0,0.02869878278980199,0.9844594097834474
314,0.05,930.0,5.0,0.016125234858237688,0.994798319547905
315,0.05,930.0,6.0,0.011780720551632956,0.9972205000132619
316,0.05,930.0,7.0,0.010286020279708135,0.9976188120401142
317,0.05,930.0,8.0,0.011993442297408083,0.9967507864327138
318,0.05,930.0,9.0,0.014090554637400839,0.9935884378916011
319,0.05,930.0,10.0,0.023134684720868853,0.9821851029473572
320,0.05,633.0,1.0,0.14886461705616272,0.5063568229705064
321,0.05,633.0,2.0,0.07199204919074313,0.894145445460865
322,0.05,633.0,3.0,0.034780534490173175,0.9732336649939003
323,0.05,633.0,4.0,0.02189365226689434,0.9887157327409773
324,0.05,633.0,5.0,0.013958027314294564,0.9952347869332836
325,0.05,633.0,6.0,0.010052905347603386,0.9970257239912909
326,0.05,633.0,7.0,0.0062542639192659745,0.9987796794295443
327,0.05,633.0,8.0,0.008128544432496396,0.9983597501392827
328,0.05,633.0,9.0,0.00786537645356763,0.9980003341742297
329,0.05,633.0,10.0,0.013343971750553293,0.9887920083795874
330,0.05,928.0,1.0,0.15932702941989202,0.4929072379409907
331,0.05,928.0,2.0,0.06904151175660418,0.8981916456244037
332,0.05,928.0,3.0,0.036879923234787663,0.9694067845165094
333,0.05,928.0,4.0,0.026612436947822456,0.9853723248917737
334,0.05,928.0,5.0,0.01630807037816505,0.9943128515360108
335,0.05,928.0,6.0,0.01108849056557312,0.9972555036170363
336,0.05,928.0,7.0,0.009858385222557853,0.997122244814228
337,0.05,928.0,8.0,0.01003412731311459,0.996660706324813
338,0.05,928.0,9.0,0.009661171558816718,0.9965587091790552
339,0.05,928.0,10.0,0.013958865196345214,0.9940953758388792
340,0.05,854.0,1.0,0.1669174614053162,0.4377580545155373
341,0.05,854.0,2.0,0.0681623856266203,0.8981740065732952
342,0.05,854.0,3.0,0.032912132438261577,0.9785647078745939
343,0.05,854.0,4.0,0.021532540937880033,0.9900676695830424
344,0.05,854.0,5.0,0.0128991759238564,0.9961143302672801
345,0.05,854.0,6.0,0.009658699784860256,0.9974940360847363
346,0.05,854.0,7.0,0.008684180072073154,0.9979334196750373
347,0.05,854.0,8.0,0.008418544987851552,0.9980237739880263
348,0.05,854.0,9.0,0.009852875300167211,0.9969544444172205
349,0.05,854.0,10.0,0.01520917889865926,0.9917279393120995
350,0.05,554.0,1.0,0.17607807222886407,0.5044938376232596
351,0.05,554.0,2.0,0.07841848988299473,0.8916302027624798
352,0.05,554.0,3.0,0.03817054825503208,0.9727292642305999
353,0.05,554.0,4.0,0.029380179725501006,0.9843865197459457
354,0.05,554.0,5.0,0.015901855724731385,0.9950248168628542
355,0.05,554.0,6.0,0.011125657119417702,0.9972244847584971
356,0.05,554.0,7.0,0.010658919818908427,0.9964777002546407
357,0.05,554.0,8.0,0.009927053638538238,0.9969664851281196
358,0.05,554.0,9.0,0.010557037915750824,0.9964415404245099
359,0.05,554.0,10.0,0.01683676829343818,0.9876740478694328
360,0.05,562.0,1.0,0.12427770688212604,0.5830942999296553
361,0.05,562.0,2.0,0.06575494364040081,0.8907199648571202
362,0.05,562.0,3.0,0.03589321261906853,0.9651393918724035
363,0.05,562.0,4.0,0.02378498206944981,0.985651839799226
364,0.05,562.0,5.0,0.011884077570502567,0.9956149854417022
365,0.05,562.0,6.0,0.011923837759759286,0.9951339303373743
366,0.05,562.0,7.0,0.008497009575338312,0.9975939347451298
367,0.05,562.0,8.0,0.007738143255690678,0.9979687502612333
368,0.05,562.0,9.0,0.009311422099440044,0.9969355066415416
369,0.05,562.0,10.0,0.013305399172083803,0.9934474620646534
370,0.05,78.0,1.0,0.14297417271262416,0.5964921895415018
371,0.05,78.0,2.0,0.06719699071296778,0.9136762735557264
372,0.05,78.0,3.0,0.037682396396128165,0.9712979744783401
373,0.05,78.0,4.0,0.02318134077553054,0.9896789555355637
374,0.05,78.0,5.0,0.013630607000253247,0.995632416505301
375,0.05,78.0,6.0,0.009324280615298162,0.9979568374108257
376,0.05,78.0,7.0,0.007978635982836399,0.998455975843165
377,0.05,78.0,8.0,0.008979751853043352,0.9974901290685919
378,0.05,78.0,9.0,0.014528178522715466,0.993855269109922
379,0.05,78.0,10.0,0.01951260674309196,0.9792239204528828
380,0.05,222.0,1.0,0.15439811715261603,0.5583726424865162
381,0.05,222.0,2.0,0.0727943080023207,0.9068801566409224
382,0.05,222.0,3.0,0.032253954633496104,0.978642322950913
383,0.05,222.0,4.0,0.023343137733774093,0.9895766979438144
384,0.05,222.0,5.0,0.023599636449839808,0.985671836001946
385,0.05,222.0,6.0,0.010296380873942341,0.9977478572681606
386,0.05,222.0,7.0,0.009441974328304197,0.997671421996647
387,0.05,222.0,8.0,0.010225288345179587,0.9975052675707013
388,0.05,222.0,9.0,0.011730483966250304,0.996660733541018
389,0.05,222.0,10.0,0.015811217642574506,0.9927093448175766
390,0.05,294.0,1.0,0.1568483654117436,0.5053740729084616
391,0.05,294.0,2.0,0.06805826037317553,0.8972079012369153
392,0.05,294.0,3.0,0.03562042388509558,0.9734682074129811
393,0.05,294.0,4.0,0.026552997230271293,0.9849115861769168
394,0.05,294.0,5.0,0.01557964530399735,0.9944752973279135
395,0.05,294.0,6.0,0.011032713781857228,0.9973235892733981
396,0.05,294.0,7.0,0.01012046111876678,0.9970371021214206
397,0.05,294.0,8.0,0.008592085129893281,0.9974434290985987
398,0.05,294.0,9.0,0.009554359880843983,0.9970007939700866
399,0.05,294.0,10.0,0.012480885649388988,0.9936298909874706
400,0.05,725.0,1.0,0.19565356837506268,0.37652314594006164
401,0.05,725.0,2.0,0.07599328628553292,0.8950872497613902
402,0.05,725.0,3.0,0.04032470700424193,0.9718150258857843
403,0.05,725.0,4.0,0.031310294990381606,0.9819724450192923
404,0.05,725.0,5.0,0.027766243882181657,0.9851946773899821
405,0.05,725.0,6.0,0.011287127048420612,0.99705216809871
406,0.05,725.0,7.0,0.010975501284783184,0.9975496508815864
407,0.05,725.0,8.0,0.007673847317741833,0.9986315234131339
408,0.05,725.0,9.0,0.011493816910541597,0.996782378507699
409,0.05,725.0,10.0,0.02237610723593016,0.9845976895391124
410,0.05,582.0,1.0,0.18606070416117854,0.4326840372338008
411,0.05,582.0,2.0,0.07304296058215748,0.8978994255207354
412,0.05,582.0,3.0,0.03519004400401495,0.9776864526770217
413,0.05,582.0,4.0,0.02382863314232082,0.9888153208934873
414,0.05,582.0,5.0,0.016335426580309516,0.9943918976456112
415,0.05,582.0,6.0,0.013327351434602893,0.9959086036931408
416,0.05,582.0,7.0,0.010266011289822206,0.9974591629217455
417,0.05,582.0,8.0,0.009714741503522663,0.9974505290397092
418,0.05,582.0,9.0,0.012809865272585945,0.9944977198413593
419,0.05,582.0,10.0,0.027769334285701122,0.9622656471930533
420,0.05,731.0,1.0,0.12941684858564603,0.543390158879407
421,0.05,731.0,2.0,0.05783431781429269,0.9129701164224895
422,0.05,731.0,3.0,0.0328400890479665,0.9704816292841976
423,0.05,731.0,4.0,0.02439108724930366,0.9854926620560549
424,0.05,731.0,5.0,0.01486824029067448,0.9942883953439954
425,0.05,731.0,6.0,0.010690261772333362,0.9968325366047104
426,0.05,731.0,7.0,0.007600208715472759,0.998316433834053
427,0.05,731.0,8.0,0.007169295775400964,0.9983741401792795
428,0.05,731.0,9.0,0.007690673935185616,0.9981197845232951
429,0.05,731.0,10.0,0.009519178473378801,0.9961851944799607
430,0.05,249.0,1.0,0.15091080257611553,0.5521602910235663
431,0.05,249.0,2.0,0.06916444411672784,0.9005260737615236
432,0.05,249.0,3.0,0.03261007954660211,0.979382785051285
433,0.05,249.0,4.0,0.02429045780247264,0.9890485020685769
434,0.05,249.0,5.0,0.013292147598137068,0.996279297522112
435,0.05,249.0,6.0,0.009641276435474876,0.9979522250854185
436,0.05,249.0,7.0,0.008629465007784004,0.9982659067320534
