,ratio,rndint,mape,r2
0,0.05,678.0,0.15659778687295883,0.5556355083117497
1,0.05,147.0,0.16290656803359127,0.49405195578111405
2,0.05,561.0,0.18146174117963923,0.5204790771594978
3,0.05,237.0,0.15449701464219887,0.5067830518592097
4,0.05,588.0,0.15266721519593682,0.6377318940855106
5,0.05,951.0,0.13829577052737355,0.6428199692880422
6,0.05,490.0,0.15154942708930264,0.5221793067628993
7,0.05,395.0,0.14555916762992344,0.5240111862080992
8,0.05,877.0,0.14362569113632373,0.5942259013195752
9,0.05,297.0,0.1609954298632132,0.5302158932235702
10,0.05,721.0,0.1886818899673452,0.49526152958000447
11,0.05,711.0,0.15148109510124985,0.4932268703643691
12,0.05,985.0,0.1478033062391966,0.5307151326600908
13,0.05,171.0,0.19622482884705078,0.5006246848615242
14,0.05,75.0,0.14629763660943626,0.5505996834811572
15,0.05,16.0,0.20333056262702032,0.46111561316869354
16,0.05,669.0,0.15488793699117942,0.544576136204828
17,0.05,530.0,0.17139214136290248,0.49586466298955334
18,0.05,999.0,0.16383986061222516,0.6099578300100703
19,0.05,794.0,0.16793583258454026,0.47064471344566183
20,0.05,936.0,0.13906267101691056,0.6225755709014905
21,0.05,111.0,0.13803970378008035,0.5262601924616408
22,0.05,816.0,0.16386921482525224,0.5335624475462832
23,0.05,968.0,0.14660542179008207,0.45557655692130594
24,0.05,48.0,0.13401583298268116,0.6796253350097644
25,0.05,986.0,0.1660008365397636,0.48250879505871047
26,0.05,829.0,0.15139604138748736,0.6285505865635606
27,0.05,996.0,0.15091385585910064,0.4884111232115187
28,0.05,272.0,0.13724132840289,0.5595539873985371
29,0.05,759.0,0.1601433314047125,0.4572110574618473
30,0.05,390.0,0.19220487666658084,0.4385047485420396
31,0.05,930.0,0.16454776506871896,0.505188583951816
32,0.05,633.0,0.14886461705616266,0.5063568229705064
33,0.05,928.0,0.15932702941989182,0.4929072379409919
34,0.05,854.0,0.1669174614053162,0.4377580545155373
35,0.05,554.0,0.17607807222886399,0.5044938376232595
36,0.05,562.0,0.12427770688212603,0.5830942999296554
37,0.05,78.0,0.1429741727126241,0.5964921895415016
38,0.05,222.0,0.154398117152616,0.5583726424865161
39,0.05,294.0,0.15684836541174366,0.5053740729084618
40,0.05,725.0,0.1956535683750627,0.37652314594006153
41,0.05,582.0,0.18606070416117856,0.4326840372338009
42,0.05,731.0,0.12941684858564598,0.5433901588794072
43,0.05,249.0,0.15091080257611547,0.552160291023567
44,0.05,791.0,0.16589458185516892,0.5127277008134052
45,0.05,35.0,0.16143940149989663,0.563588967552982
46,0.05,180.0,0.16194670935128433,0.4926178515142179
47,0.05,510.0,0.16228416913010843,0.5515811248130803
48,0.05,593.0,0.13881514859952393,0.5606346408004812
49,0.05,634.0,0.12634979597874196,0.5775385691245547
50,0.1,678.0,0.15182443698461248,0.5710195450278317
51,0.1,147.0,0.16910650762233428,0.5341908945209257
52,0.1,561.0,0.1763441190728442,0.5291073218052583
53,0.1,237.0,0.1705273156121471,0.5140010425459562
54,0.1,588.0,0.14867432745161915,0.6305451484235993
55,0.1,951.0,0.15109972062219842,0.578879714630265
56,0.1,490.0,0.1490284732108325,0.5041063279017362
57,0.1,395.0,0.15394410529317126,0.569551799432007
58,0.1,877.0,0.15816263987815057,0.5508477567449312
59,0.1,297.0,0.15411205287626917,0.5482158733519298
60,0.1,721.0,0.16795312810875798,0.578119287494202
