,ratio,rndint,kernel,length_scale,nu,alpha,periodicity,mape,r2
322,0.1,390.0,RQ,1.0,-,1.0,-,0.0249389194119758,0.984212642409008
323,0.1,390.0,ESS,1.0,-,-,1.0,1.0,-16.54390406729855
324,0.1,930.0,RBF,1.0,-,-,-,0.0259638742400824,0.9832999729055248
325,0.1,930.0,Matern,1.0,1.5,-,-,0.0168591052977681,0.9935492954666308
326,0.1,930.0,RQ,1.0,-,1.0,-,0.0289934053159266,0.9832230764996585
327,0.1,930.0,ESS,1.0,-,-,1.0,1.0,-15.836714029365414
328,0.1,633.0,RBF,1.0,-,-,-,1.0,-17.445635378247726
329,0.1,633.0,Matern,1.0,1.5,-,-,0.0180720861487313,0.989546509271886
330,0.1,633.0,RQ,1.0,-,1.0,-,0.0222721416103318,0.9860459894275748
331,0.1,633.0,ESS,1.0,-,-,1.0,1.0,-17.445635378247726
332,0.1,928.0,RBF,1.0,-,-,-,0.0281516275317147,0.9786637671943998
333,0.1,928.0,Matern,1.0,1.5,-,-,0.0172955013314897,0.9908842620115486
334,0.1,928.0,RQ,1.0,-,1.0,-,0.02483052323426,0.9850110172925722
335,0.1,928.0,ESS,1.0,-,-,1.0,0.028151578460824,0.97866385047687
336,0.1,854.0,RBF,1.0,-,-,-,0.023496132668636,0.9841509599927268
337,0.1,854.0,Matern,1.0,1.5,-,-,0.0179428298307015,0.990134212664044
338,0.1,854.0,RQ,1.0,-,1.0,-,0.0262132901938896,0.9812463190623368
339,0.1,854.0,ESS,1.0,-,-,1.0,0.0234960896210039,0.9841510216282916
340,0.1,554.0,RBF,1.0,-,-,-,0.0230356055437604,0.9776533865005942
341,0.1,554.0,Matern,1.0,1.5,-,-,0.0169716542249309,0.9906153072166451
342,0.1,554.0,RQ,1.0,-,1.0,-,0.022480395429292,0.9858275895097348
343,0.1,554.0,ESS,1.0,-,-,1.0,0.0230355993690843,0.9776534012087444
344,0.1,562.0,RBF,1.0,-,-,-,1.0,-20.73943110286812
345,0.1,562.0,Matern,1.0,1.5,-,-,0.0159374524681534,0.99164205516505
346,0.1,562.0,RQ,1.0,-,1.0,-,0.0225600266175873,0.9849834645310386
347,0.1,562.0,ESS,1.0,-,-,1.0,0.0220814237279753,0.9827457129184368
348,0.1,78.0,RBF,1.0,-,-,-,1.0,-15.675248398011032
349,0.1,78.0,Matern,1.0,1.5,-,-,0.0167316809532793,0.9934209672479716
350,0.1,78.0,RQ,1.0,-,1.0,-,0.0257556669877972,0.9857298524564094
351,0.1,78.0,ESS,1.0,-,-,1.0,1.0,-15.675248398011032
352,0.1,222.0,RBF,1.0,-,-,-,1.0,-15.981163581939658
353,0.1,222.0,Matern,1.0,1.5,-,-,0.0218802999724552,0.9827879462911276
354,0.1,222.0,RQ,1.0,-,1.0,-,0.0300504472528919,0.974029968723984
355,0.1,222.0,ESS,1.0,-,-,1.0,0.0295332911127187,0.9714632784431404
356,0.1,294.0,RBF,1.0,-,-,-,0.0258531629653077,0.9768198380057797
357,0.1,294.0,Matern,1.0,1.5,-,-,0.0187627274282338,0.989733362408379
358,0.1,294.0,RQ,1.0,-,1.0,-,0.0269493405225725,0.9822312529336268
359,0.1,294.0,ESS,1.0,-,-,1.0,0.0255556628537684,0.9775876606021628
360,0.1,725.0,RBF,1.0,-,-,-,0.026217935257676,0.9821141948186974
361,0.1,725.0,Matern,1.0,1.5,-,-,0.0186586141399553,0.992684265489638
362,0.1,725.0,RQ,1.0,-,1.0,-,0.0266653014336154,0.98568398023222
363,0.1,725.0,ESS,1.0,-,-,1.0,0.9954684043005418,-14.450940141324566
364,0.1,582.0,RBF,1.0,-,-,-,0.0260252453063653,0.9769250100980272
365,0.1,582.0,Matern,1.0,1.5,-,-,0.0178508702514745,0.9889660647026326
366,0.1,582.0,RQ,1.0,-,1.0,-,0.0281904685779341,0.9788579691395533
367,0.1,582.0,ESS,1.0,-,-,1.0,0.9921182514480716,-16.583657450788387
368,0.1,731.0,RBF,1.0,-,-,-,0.0276464457714831,0.9817082300414748
369,0.1,731.0,Matern,1.0,1.5,-,-,0.0179377369636632,0.99238762701719
370,0.1,731.0,RQ,1.0,-,1.0,-,0.0241646722394455,0.9865351489881016
371,0.1,731.0,ESS,1.0,-,-,1.0,0.9883051164283408,-16.354565893049294
372,0.1,249.0,RBF,1.0,-,-,-,0.0248896767018279,0.983614487082524
373,0.1,249.0,Matern,1.0,1.5,-,-,0.0180396704706571,0.9908766397920462
374,0.1,249.0,RQ,1.0,-,1.0,-,0.025689613947037,0.9837479297411366
375,0.1,249.0,ESS,1.0,-,-,1.0,0.992235733423907,-17.219310441447536
376,0.1,791.0,RBF,1.0,-,-,-,0.025803625353757,0.9737381366864012
377,0.1,791.0,Matern,1.0,1.5,-,-,0.0193033461127212,0.9866279754070786
378,0.1,791.0,RQ,1.0,-,1.0,-,0.0281611417147109,0.9768825506600868
379,0.1,791.0,ESS,1.0,-,-,1.0,0.0258036072083436,0.9737381778477144
380,0.1,35.0,RBF,1.0,-,-,-,0.0280102287852048,0.979407298075348
381,0.1,35.0,Matern,1.0,1.5,-,-,0.0215036178011489,0.9875691152895998
382,0.1,35.0,RQ,1.0,-,1.0,-,0.0318270442115013,0.97775537655451
383,0.1,35.0,ESS,1.0,-,-,1.0,0.9954073047930366,-14.103183029090973
384,0.1,180.0,RBF,1.0,-,-,-,0.0262531559844016,0.9723763284010208
385,0.1,180.0,Matern,1.0,1.5,-,-,0.0183097949919116,0.9872038163161572
386,0.1,180.0,RQ,1.0,-,1.0,-,0.0233171850800308,0.9815798140156374
387,0.1,180.0,ESS,1.0,-,-,1.0,0.0262521717092619,0.9723784909907468
388,0.1,510.0,RBF,1.0,-,-,-,0.0275755364990445,0.9782157490488054
389,0.1,510.0,Matern,1.0,1.5,-,-,0.0167813269058863,0.9928380766102848
390,0.1,510.0,RQ,1.0,-,1.0,-,0.0263319269789327,0.9857435876286592
391,0.1,510.0,ESS,1.0,-,-,1.0,1.0,-15.190006628889805
392,0.1,593.0,RBF,1.0,-,-,-,0.0277295264586606,0.971522248557968
393,0.1,593.0,Matern,1.0,1.5,-,-,0.0212502341061911,0.9860938706181576
394,0.1,593.0,RQ,1.0,-,1.0,-,0.0265985254227204,0.9776138461386802
395,0.1,593.0,ESS,1.0,-,-,1.0,0.0277294848457466,0.9715223403934664
396,0.1,634.0,RBF,1.0,-,-,-,0.0296519755699348,0.9618511833772544
397,0.1,634.0,Matern,1.0,1.5,-,-,0.0205622873731744,0.981795091294286
398,0.1,634.0,RQ,1.0,-,1.0,-,0.0247754748299136,0.9762257329173264
399,0.1,634.0,ESS,1.0,-,-,1.0,0.0296519712450169,0.9618511944781994
400,0.15,678.0,RBF,1.0,-,-,-,0.028099647360798,0.9779643340152804
401,0.15,678.0,Matern,1.0,1.5,-,-,0.0186934694218947,0.9913388955165016
402,0.15,678.0,RQ,1.0,-,1.0,-,0.0275085880519766,0.9831177876722164
403,0.15,678.0,ESS,1.0,-,-,1.0,0.997107411607304,-15.238160469476284
404,0.15,147.0,RBF,1.0,-,-,-,0.0242811198773731,0.9855246855677564
405,0.15,147.0,Matern,1.0,1.5,-,-,0.0189341005429286,0.992091747342803
406,0.15,147.0,RQ,1.0,-,1.0,-,0.0305674281466564,0.9807093627032152
407,0.15,147.0,ESS,1.0,-,-,1.0,0.0241806208560958,0.9856816906881553
408,0.15,561.0,RBF,1.0,-,-,-,0.029462962840126,0.9738347714398085
409,0.15,561.0,Matern,1.0,1.5,-,-,0.0215910514122681,0.9866708222428646
410,0.15,561.0,RQ,1.0,-,1.0,-,0.0311014586352774,0.9785926147756132
411,0.15,561.0,ESS,1.0,-,-,1.0,1.000274483736011,-14.496872953048312
412,0.15,237.0,RBF,1.0,-,-,-,0.0276268981560224,0.969808824122402
413,0.15,237.0,Matern,1.0,1.5,-,-,0.0192907023694653,0.9877150398765486
414,0.15,237.0,RQ,1.0,-,1.0,-,0.0265456920088978,0.9807226385505056
415,0.15,237.0,ESS,1.0,-,-,1.0,1.0,-17.1737358245819
416,0.15,588.0,RBF,1.0,-,-,-,0.0274810658996011,0.9820071260190534
417,0.15,588.0,Matern,1.0,1.5,-,-,0.0176917302323541,0.992086334571598
418,0.15,588.0,RQ,1.0,-,1.0,-,0.0227552464273566,0.9870645613690436
419,0.15,588.0,ESS,1.0,-,-,1.0,0.0565146417712134,0.8884351836247468
420,0.15,951.0,RBF,1.0,-,-,-,0.0227682610052823,0.9845989707659524
421,0.15,951.0,Matern,1.0,1.5,-,-,0.0171534564485364,0.9919397339129972
422,0.15,951.0,RQ,1.0,-,1.0,-,0.0281211571984794,0.9818219407925692
423,0.15,951.0,ESS,1.0,-,-,1.0,0.0227682393582669,0.9845990025980152
424,0.15,490.0,RBF,1.0,-,-,-,0.0285793724742605,0.9588068068676228
425,0.15,490.0,Matern,1.0,1.5,-,-,0.0195754245128879,0.9832222472388816
426,0.15,490.0,RQ,1.0,-,1.0,-,0.0254609151123558,0.978082118558319
427,0.15,490.0,ESS,1.0,-,-,1.0,0.9908343555435082,-18.38101187995727
428,0.15,395.0,RBF,1.0,-,-,-,0.0261634816529974,0.978478216440782
429,0.15,395.0,Matern,1.0,1.5,-,-,0.0191131098701088,0.9892701850206704
430,0.15,395.0,RQ,1.0,-,1.0,-,0.0261172658346694,0.9828640695849876
431,0.15,395.0,ESS,1.0,-,-,1.0,0.0261634684483943,0.978478238470972
432,0.15,877.0,RBF,1.0,-,-,-,0.0246884731852188,0.982097055158049
433,0.15,877.0,Matern,1.0,1.5,-,-,0.0189183323928492,0.990273014621618
434,0.15,877.0,RQ,1.0,-,1.0,-,0.0289427951406423,0.9797215918813904
435,0.15,877.0,ESS,1.0,-,-,1.0,0.025626764363195,0.9799029950789816
436,0.15,297.0,RBF,1.0,-,-,-,0.027756393985292,0.9810426199194896
437,0.15,297.0,Matern,1.0,1.5,-,-,0.0188757229837534,0.990071727498193
438,0.15,297.0,RQ,1.0,-,1.0,-,0.0273301092449979,0.9820064744611728
439,0.15,297.0,ESS,1.0,-,-,1.0,0.980851491222938,-15.476136152502676
440,0.15,721.0,RBF,1.0,-,-,-,0.0297315966943723,0.9781152983056624
441,0.15,721.0,Matern,1.0,1.5,-,-,0.0200501139647013,0.9891247285698735
442,0.15,721.0,RQ,1.0,-,1.0,-,0.0306355973811322,0.9794503222449212
443,0.15,721.0,ESS,1.0,-,-,1.0,1.0,-15.638306345972428
444,0.15,711.0,RBF,1.0,-,-,-,0.0277148784756335,0.9721508376799552
445,0.15,711.0,Matern,1.0,1.5,-,-,0.0199436092370673,0.985462085939278
446,0.15,711.0,RQ,1.0,-,1.0,-,0.0266571499096893,0.9756684892686872
447,0.15,711.0,ESS,1.0,-,-,1.0,0.9940890260406936,-18.591297429105843
448,0.15,985.0,RBF,1.0,-,-,-,0.0216943652449,0.9869763991500006
449,0.15,985.0,Matern,1.0,1.5,-,-,0.0181899723683231,0.9917262921297816
450,0.15,985.0,RQ,1.0,-,1.0,-,0.0242650655458292,0.9862988348795996
451,0.15,985.0,ESS,1.0,-,-,1.0,0.0216941047391037,0.9869767566951796
452,0.15,171.0,RBF,1.0,-,-,-,1.0,-16.10835617236586
453,0.15,171.0,Matern,1.0,1.5,-,-,0.0196626355577106,0.9870795251643965
454,0.15,171.0,RQ,1.0,-,1.0,-,0.0290319214075751,0.9792334651228436
455,0.15,171.0,ESS,1.0,-,-,1.0,0.0248516108250113,0.9849209812761806
456,0.15,75.0,RBF,1.0,-,-,-,0.0240599403144677,0.975325297347636
457,0.15,75.0,Matern,1.0,1.5,-,-,0.0185812878716405,0.9885953892464436
458,0.15,75.0,RQ,1.0,-,1.0,-,0.0226754385655588,0.9841957350697156
459,0.15,75.0,ESS,1.0,-,-,1.0,1.0,-20.132726065038952
460,0.15,16.0,RBF,1.0,-,-,-,0.0252162467527976,0.9846940777005722
461,0.15,16.0,Matern,1.0,1.5,-,-,0.0161587275489902,0.9934810139742128
462,0.15,16.0,RQ,1.0,-,1.0,-,0.0302679524504361,0.9821829459910236
463,0.15,16.0,ESS,1.0,-,-,1.0,0.0312981300619946,0.9778251521664476
464,0.15,669.0,RBF,1.0,-,-,-,0.0328837726371269,0.970748944346773
465,0.15,669.0,Matern,1.0,1.5,-,-,0.0247026022013694,0.9841303698703304
466,0.15,669.0,RQ,1.0,-,1.0,-,0.0301901074762986,0.9774064604303028
467,0.15,669.0,ESS,1.0,-,-,1.0,0.0300754952480979,0.9768757972479036
468,0.15,530.0,RBF,1.0,-,-,-,0.0249838515709602,0.9778247580315206
469,0.15,530.0,Matern,1.0,1.5,-,-,0.0185321830973932,0.9894934814206484
470,0.15,530.0,RQ,1.0,-,1.0,-,0.0259775147079337,0.9837887018193674
471,0.15,530.0,ESS,1.0,-,-,1.0,0.0219725470769419,0.9839472704088622
472,0.15,999.0,RBF,1.0,-,-,-,0.0265204501430929,0.9725163356665798
473,0.15,999.0,Matern,1.0,1.5,-,-,0.0191251464831636,0.9885043003921244
474,0.15,999.0,RQ,1.0,-,1.0,-,0.0262527959926599,0.9826627020668096
475,0.15,999.0,ESS,1.0,-,-,1.0,0.024472472074856,0.9787921639258872
476,0.15,794.0,RBF,1.0,-,-,-,1.0,-15.591880145261698
477,0.15,794.0,Matern,1.0,1.5,-,-,0.0178282024264624,0.9921040694929436
478,0.15,794.0,RQ,1.0,-,1.0,-,0.0272987027162006,0.9836885018353584
479,0.15,794.0,ESS,1.0,-,-,1.0,1.0,-15.591880145261698
480,0.15,936.0,RBF,1.0,-,-,-,0.0244839462897874,0.9805716950142168
481,0.15,936.0,Matern,1.0,1.5,-,-,0.0171851172076478,0.9916903653304532
482,0.15,936.0,RQ,1.0,-,1.0,-,0.0222618143558513,0.9860532866535976
483,0.15,936.0,ESS,1.0,-,-,1.0,0.0242388915897726,0.9810836502883452
484,0.15,111.0,RBF,1.0,-,-,-,0.0231961542695952,0.980342637490444
485,0.15,111.0,Matern,1.0,1.5,-,-,0.0179954303462633,0.9892583794401713
486,0.15,111.0,RQ,1.0,-,1.0,-,0.0253578102154276,0.9816291188287092
487,0.15,111.0,ESS,1.0,-,-,1.0,0.984863307962302,-19.974825106136716
488,0.15,816.0,RBF,1.0,-,-,-,0.0276202527313137,0.9790558653477212
489,0.15,816.0,Matern,1.0,1.5,-,-,0.020604333280218,0.9880213824879428
490,0.15,816.0,RQ,1.0,-,1.0,-,0.0276038198271189,0.9812439985484324
491,0.15,816.0,ESS,1.0,-,-,1.0,0.9896973211924028,-15.832466010626188
492,0.15,968.0,RBF,1.0,-,-,-,0.0273227157927125,0.9704978858753652
493,0.15,968.0,Matern,1.0,1.5,-,-,0.0179745983200335,0.9889241559189818
494,0.15,968.0,RQ,1.0,-,1.0,-,0.02433570108976,0.98319530879273
495,0.15,968.0,ESS,1.0,-,-,1.0,0.0273227155303557,0.9704978860286488
496,0.15,48.0,RBF,1.0,-,-,-,0.0279376944980543,0.9766278812395396
497,0.15,48.0,Matern,1.0,1.5,-,-,0.019164157622031,0.9881331874297788
498,0.15,48.0,RQ,1.0,-,1.0,-,0.0268531634471479,0.9807268037690166
499,0.15,48.0,ESS,1.0,-,-,1.0,0.0279376952747875,0.9766278786308152
500,0.15,986.0,RBF,1.0,-,-,-,1.0,-15.882848817306414
501,0.15,986.0,Matern,1.0,1.5,-,-,0.0184704554788763,0.991561085203558
502,0.15,986.0,RQ,1.0,-,1.0,-,0.030259183825263,0.9791245723625602
503,0.15,986.0,ESS,1.0,-,-,1.0,0.0246850277210944,0.9841411294030744
504,0.15,829.0,RBF,1.0,-,-,-,0.0249174044023408,0.9864366519451292
505,0.15,829.0,Matern,1.0,1.5,-,-,0.0195336176991706,0.9913754574982706
506,0.15,829.0,RQ,1.0,-,1.0,-,0.0286189636480662,0.9818943935314552
507,0.15,829.0,ESS,1.0,-,-,1.0,0.0249173680611759,0.9864366887824366
508,0.15,996.0,RBF,1.0,-,-,-,0.0290685377886863,0.9721951628848844
509,0.15,996.0,Matern,1.0,1.5,-,-,0.0196769203855833,0.9881784055610996
510,0.15,996.0,RQ,1.0,-,1.0,-,0.0285792567471709,0.9793821863835648
511,0.15,996.0,ESS,1.0,-,-,1.0,0.99836306634517,-16.58044061590039
512,0.15,272.0,RBF,1.0,-,-,-,0.0276686148489328,0.967437684427759
513,0.15,272.0,Matern,1.0,1.5,-,-,0.0188410105341135,0.9866055645060572
514,0.15,272.0,RQ,1.0,-,1.0,-,0.0246495984338129,0.9814938004304564
515,0.15,272.0,ESS,1.0,-,-,1.0,0.9952999352612746,-16.816982739010697
516,0.15,759.0,RBF,1.0,-,-,-,1.0,-15.903560439518142
517,0.15,759.0,Matern,1.0,1.5,-,-,0.0211127842344098,0.985814177673518
518,0.15,759.0,RQ,1.0,-,1.0,-,0.0321447122227265,0.9743010537013608
519,0.15,759.0,ESS,1.0,-,-,1.0,0.9915212688341593,-15.710256588437083
520,0.15,390.0,RBF,1.0,-,-,-,0.0265568474975009,0.9758562400013688
521,0.15,390.0,Matern,1.0,1.5,-,-,0.0177093559449754,0.9906750176710116
522,0.15,390.0,RQ,1.0,-,1.0,-,0.0250493751845479,0.9845612071985604
523,0.15,390.0,ESS,1.0,-,-,1.0,1.0,-16.027547396390577
524,0.15,930.0,RBF,1.0,-,-,-,0.0252195778715377,0.9831274531525726
525,0.15,930.0,Matern,1.0,1.5,-,-,0.0176483542876731,0.9925516658926554
526,0.15,930.0,RQ,1.0,-,1.0,-,0.0286436137259691,0.9831467073776378
527,0.15,930.0,ESS,1.0,-,-,1.0,1.0,-15.567882260340706
528,0.15,633.0,RBF,1.0,-,-,-,1.0,-16.025220676948422
529,0.15,633.0,Matern,1.0,1.5,-,-,0.0199649610687781,0.9898230859921106
530,0.15,633.0,RQ,1.0,-,1.0,-,0.0278045306754726,0.982026023171716
531,0.15,633.0,ESS,1.0,-,-,1.0,1.0,-16.025220676948422
532,0.15,928.0,RBF,1.0,-,-,-,0.0276304746006322,0.9789084915283668
533,0.15,928.0,Matern,1.0,1.5,-,-,0.0178068081908229,0.9908598386518198
534,0.15,928.0,RQ,1.0,-,1.0,-,0.0244480370886623,0.984432437953094
535,0.15,928.0,ESS,1.0,-,-,1.0,0.9900699928009358,-17.247152351391698
536,0.15,854.0,RBF,1.0,-,-,-,0.0271180547453741,0.9776648619680552
537,0.15,854.0,Matern,1.0,1.5,-,-,0.0185726415734657,0.9901047002366296
538,0.15,854.0,RQ,1.0,-,1.0,-,0.0265710069133674,0.9817195308613684
539,0.15,854.0,ESS,1.0,-,-,1.0,0.0271180042600011,0.9776649696650268
540,0.15,554.0,RBF,1.0,-,-,-,0.0267519129026303,0.9732489711776384
541,0.15,554.0,Matern,1.0,1.5,-,-,0.0200077535819191,0.9878721212092506
542,0.15,554.0,RQ,1.0,-,1.0,-,0.026756713877554,0.9805818463531016
543,0.15,554.0,ESS,1.0,-,-,1.0,0.0267519060596013,0.973248985436764
544,0.15,562.0,RBF,1.0,-,-,-,1.0,-18.89963871586857
545,0.15,562.0,Matern,1.0,1.5,-,-,0.0167341307737406,0.9902159570629688
546,0.15,562.0,RQ,1.0,-,1.0,-,0.0244282744680309,0.9840284112352704
547,0.15,562.0,ESS,1.0,-,-,1.0,0.0237469806181951,0.980354511668279
548,0.15,78.0,RBF,1.0,-,-,-,1.0,-15.425225777178554
549,0.15,78.0,Matern,1.0,1.5,-,-,0.0185402030048378,0.9924050265382376
550,0.15,78.0,RQ,1.0,-,1.0,-,0.0287972580383465,0.9828516685704458
551,0.15,78.0,ESS,1.0,-,-,1.0,1.0,-15.425225777178554
552,0.15,222.0,RBF,1.0,-,-,-,1.0,-15.868995143584378
553,0.15,222.0,Matern,1.0,1.5,-,-,0.0211745817302698,0.9856650808459712
554,0.15,222.0,RQ,1.0,-,1.0,-,0.0289468944429902,0.977564641825292
555,0.15,222.0,ESS,1.0,-,-,1.0,0.0294886266985693,0.9723755346900632
556,0.15,294.0,RBF,1.0,-,-,-,0.0254244606373837,0.9797162157738
557,0.15,294.0,Matern,1.0,1.5,-,-,0.0181489585505039,0.990429003877878
558,0.15,294.0,RQ,1.0,-,1.0,-,0.0261976134589616,0.982615811580044
559,0.15,294.0,ESS,1.0,-,-,1.0,0.0252130008894142,0.979222610224822
560,0.15,725.0,RBF,1.0,-,-,-,0.0281400499845903,0.979509220617682
561,0.15,725.0,Matern,1.0,1.5,-,-,0.0182181171446452,0.9923347910148268
562,0.15,725.0,RQ,1.0,-,1.0,-,0.027558048066176,0.9844961587859546
563,0.15,725.0,ESS,1.0,-,-,1.0,0.9937661090154304,-14.969023178751373
564,0.15,582.0,RBF,1.0,-,-,-,0.0276818912414989,0.9765786151476146
565,0.15,582.0,Matern,1.0,1.5,-,-,0.0196626230152257,0.9875398050891048
566,0.15,582.0,RQ,1.0,-,1.0,-,0.0298845535900437,0.9763980283496794
567,0.15,582.0,ESS,1.0,-,-,1.0,0.9946625292617962,-15.965819196874396
568,0.15,731.0,RBF,1.0,-,-,-,0.0282853930888631,0.9792755651838032
569,0.15,731.0,Matern,1.0,1.5,-,-,0.0187798863421087,0.9906436623500692
570,0.15,731.0,RQ,1.0,-,1.0,-,0.0247035405447183,0.983641153762444
571,0.15,731.0,ESS,1.0,-,-,1.0,0.9864157319631978,-16.464471996797883
572,0.15,249.0,RBF,1.0,-,-,-,0.0245016815987081,0.9809551456604196
573,0.15,249.0,Matern,1.0,1.5,-,-,0.0180149842252532,0.9903284134351276
574,0.15,249.0,RQ,1.0,-,1.0,-,0.0244500766793778,0.984574478616869
575,0.15,249.0,ESS,1.0,-,-,1.0,0.997604139027904,-17.974753919117738
576,0.15,791.0,RBF,1.0,-,-,-,0.0262934421539329,0.9714665958567276
577,0.15,791.0,Matern,1.0,1.5,-,-,0.0195778124255667,0.9874636425541814
578,0.15,791.0,RQ,1.0,-,1.0,-,0.0288371891034671,0.9779834324797306
579,0.15,791.0,ESS,1.0,-,-,1.0,0.0262934214390114,0.9714666457378852
580,0.15,35.0,RBF,1.0,-,-,-,0.0293337920089408,0.9792683188726914
581,0.15,35.0,Matern,1.0,1.5,-,-,0.0214916394422203,0.988034377704205
582,0.15,35.0,RQ,1.0,-,1.0,-,0.0322025870894763,0.9778412076059224
583,0.15,35.0,ESS,1.0,-,-,1.0,0.9924246984053772,-14.703906615065582
584,0.15,180.0,RBF,1.0,-,-,-,0.0274076216193782,0.97484714001788
585,0.15,180.0,Matern,1.0,1.5,-,-,0.0186894235371795,0.9887180123237552
586,0.15,180.0,RQ,1.0,-,1.0,-,0.0244402992297326,0.9822980868585538
587,0.15,180.0,ESS,1.0,-,-,1.0,0.027508816092973,0.9744450137198254
588,0.15,510.0,RBF,1.0,-,-,-,0.0271331621422268,0.979180950377274
589,0.15,510.0,Matern,1.0,1.5,-,-,0.0177530059786191,0.991977334539586
590,0.15,510.0,RQ,1.0,-,1.0,-,0.0277990161738197,0.9832739527662314
591,0.15,510.0,ESS,1.0,-,-,1.0,1.0,-15.66515544671299
592,0.15,593.0,RBF,1.0,-,-,-,0.0278700022561254,0.9669938546079048
593,0.15,593.0,Matern,1.0,1.5,-,-,0.0218569511240806,0.98317117404515
594,0.15,593.0,RQ,1.0,-,1.0,-,0.0283876431989324,0.9733557725641848
595,0.15,593.0,ESS,1.0,-,-,1.0,0.027869962403827,0.9669939647371408
596,0.15,634.0,RBF,1.0,-,-,-,0.027830551913771,0.9695321377010068
597,0.15,634.0,Matern,1.0,1.5,-,-,0.0201533291570104,0.9844322067690798
598,0.15,634.0,RQ,1.0,-,1.0,-,0.025464662902219,0.9770519056956704
599,0.15,634.0,ESS,1.0,-,-,1.0,0.0278305476019134,0.9695321479669784
600,0.2,678.0,RBF,1.0,-,-,-,0.0260669363413256,0.980819543579601
601,0.2,678.0,Matern,1.0,1.5,-,-,0.0183700331194542,0.991209832947401
602,0.2,678.0,RQ,1.0,-,1.0,-,0.0293036503095799,0.9799683291038036
603,0.2,678.0,ESS,1.0,-,-,1.0,0.99763636508332,-16.24787558273578
604,0.2,147.0,RBF,1.0,-,-,-,0.0270215514561651,0.9831527810921452
605,0.2,147.0,Matern,1.0,1.5,-,-,0.0198925498527304,0.9908731165981056
606,0.2,147.0,RQ,1.0,-,1.0,-,0.0300332362496015,0.9812032366702316
607,0.2,147.0,ESS,1.0,-,-,1.0,0.0252138378321947,0.9852297849696976
608,0.2,561.0,RBF,1.0,-,-,-,0.0276352919805761,0.9755665323547984
609,0.2,561.0,Matern,1.0,1.5,-,-,0.0232600908350651,0.9853093471137552
610,0.2,561.0,RQ,1.0,-,1.0,-,0.0338992448647174,0.974657681951751
611,0.2,561.0,ESS,1.0,-,-,1.0,0.9989690500675292,-15.1702226300679
612,0.2,237.0,RBF,1.0,-,-,-,0.0268148156449968,0.9702936459411694
613,0.2,237.0,Matern,1.0,1.5,-,-,0.019885079266923,0.9850776729493684
614,0.2,237.0,RQ,1.0,-,1.0,-,0.0264925886425214,0.9785915149848816
615,0.2,237.0,ESS,1.0,-,-,1.0,1.0,-17.718393593135005
616,0.2,588.0,RBF,1.0,-,-,-,0.0271774453988863,0.9814487876354864
617,0.2,588.0,Matern,1.0,1.5,-,-,0.0179924866479887,0.991565192861197
618,0.2,588.0,RQ,1.0,-,1.0,-,0.02406386020459,0.9851605105504964
619,0.2,588.0,ESS,1.0,-,-,1.0,0.0543007232671184,0.9055845220482502
620,0.2,951.0,RBF,1.0,-,-,-,0.0274603595780573,0.9777674816493308
621,0.2,951.0,Matern,1.0,1.5,-,-,0.0190531235032097,0.989740215908712
622,0.2,951.0,RQ,1.0,-,1.0,-,0.0296025104579138,0.9798097599270164
623,0.2,951.0,ESS,1.0,-,-,1.0,0.0274603363942732,0.977767520784095
624,0.2,490.0,RBF,1.0,-,-,-,0.0269482459271252,0.9666194847179294
625,0.2,490.0,Matern,1.0,1.5,-,-,0.0198510950186104,0.985048447300602
626,0.2,490.0,RQ,1.0,-,1.0,-,0.0266131237121973,0.9792427678571576
627,0.2,490.0,ESS,1.0,-,-,1.0,0.9930348293149958,-17.56391271574662
628,0.2,395.0,RBF,1.0,-,-,-,0.0281255618434518,0.9785865330741268
629,0.2,395.0,Matern,1.0,1.5,-,-,0.0206250511432824,0.9893222350499188
630,0.2,395.0,RQ,1.0,-,1.0,-,0.0301314489612314,0.979222720817971
631,0.2,395.0,ESS,1.0,-,-,1.0,0.0281255451760015,0.9785865570852448
632,0.2,877.0,RBF,1.0,-,-,-,0.025645776016236,0.976675595354926
633,0.2,877.0,Matern,1.0,1.5,-,-,0.0199698977098241,0.9866672520482712
634,0.2,877.0,RQ,1.0,-,1.0,-,0.0296191326831075,0.9747405696454976
635,0.2,877.0,ESS,1.0,-,-,1.0,0.0224910276175095,0.9826260904735288
636,0.2,297.0,RBF,1.0,-,-,-,0.0311627533116629,0.9769091685202086
637,0.2,297.0,Matern,1.0,1.5,-,-,0.0205783923257852,0.9893365340709824
638,0.2,297.0,RQ,1.0,-,1.0,-,0.0312851959497775,0.9785572153222644
639,0.2,297.0,ESS,1.0,-,-,1.0,0.9785644910506784,-15.151438495670147
640,0.2,721.0,RBF,1.0,-,-,-,0.0292027006671306,0.9782720554376052
641,0.2,721.0,Matern,1.0,1.5,-,-,0.0194781656331654,0.9899384459428467
642,0.2,721.0,RQ,1.0,-,1.0,-,0.0302313926665162,0.9801799648929748
643,0.2,721.0,ESS,1.0,-,-,1.0,1.0,-15.693978241199655
644,0.2,711.0,RBF,1.0,-,-,-,0.0297890712404438,0.96748936068089
645,0.2,711.0,Matern,1.0,1.5,-,-,0.0209182384299087,0.9838951379450118
646,0.2,711.0,RQ,1.0,-,1.0,-,0.0278149551253689,0.9742754132414212
647,0.2,711.0,ESS,1.0,-,-,1.0,0.9937610932073578,-18.49269210978673
