,ratio,rndint,mape,r2
0,0.05,759.0,0.0105506333002128,0.9960645096055228
1,0.05,759.0,0.0106378401138948,0.9960597427580612
2,0.05,759.0,0.0106626870711464,0.9960648835075752
3,0.05,759.0,0.0107647939570431,0.9959574767987251
4,0.05,759.0,0.0108456159265535,0.9958295302243784
5,0.05,731.0,0.0110042133779998,0.9955947973437698
6,0.05,75.0,0.0110050449230353,0.9958188290566872
7,0.05,731.0,0.0110067922390494,0.9955369041841532
8,0.05,731.0,0.0110089911919325,0.995475379960559
9,0.05,75.0,0.011047822142634,0.9958158449245398
10,0.05,75.0,0.0110761813873766,0.9957840820774616
11,0.05,75.0,0.0110786080587098,0.9958333346032494
12,0.05,731.0,0.0111396536259072,0.995439808755359
13,0.05,731.0,0.0111606090475928,0.9954672914724858
14,0.05,75.0,0.0112748235493776,0.9955415150659233
15,0.05,936.0,0.0113476141880016,0.996169209872934
16,0.05,936.0,0.0113681105659357,0.9964435718709984
17,0.05,180.0,0.0114738276696149,0.996233342347574
18,0.05,180.0,0.0115275928439986,0.9962231039997644
19,0.05,180.0,0.0115618940098464,0.9962399154713178
20,0.05,530.0,0.0125753828192243,0.9965529904560018
21,0.05,530.0,0.0126086862165524,0.996535462466728
22,0.05,582.0,0.01183332584523,0.9965226141803988
23,0.05,530.0,0.0126533415018141,0.996507982172194
24,0.05,530.0,0.0126230467085245,0.9964949863177056
25,0.05,936.0,0.0113681105659357,0.9964435718709984
26,0.05,582.0,0.0123677383052593,0.9963645194457312
27,0.05,582.0,0.0124330168598496,0.9962704135450132
28,0.05,530.0,0.0130118743177196,0.9962566336340376
29,0.05,582.0,0.0124852263352705,0.9962484467273598
30,0.05,180.0,0.0115618940098464,0.9962399154713178
31,0.05,180.0,0.0114738276696149,0.996233342347574
32,0.05,180.0,0.0115275928439986,0.9962231039997644
33,0.05,582.0,0.0124662706451271,0.9962221913212554
34,0.05,180.0,0.0116869847683977,0.996221682305738
35,0.05,180.0,0.0116795823769198,0.9961788417227632
36,0.05,936.0,0.0113476141880016,0.996169209872934
37,0.05,877.0,0.0153743171227502,0.9961127303962268
38,0.05,877.0,0.015392114118968,0.9961116580216616
39,0.05,877.0,0.0153743474143313,0.9961066279732096
