,ratio,rndint,mape,r2
0,0.9,562.0,0.0064597223692576,0.9983653282497292
1,0.9,78.0,0.0067579516447525,0.9987061782102558
2,0.95,794.0,0.0068864704818212,0.9988410216594232
3,0.9,986.0,0.0071512316402776,0.9982445264330566
4,0.9,490.0,0.0071963831263082,0.9983801802175156
5,0.95,986.0,0.0072538418340294,0.9984759486907012
6,0.95,16.0,0.0073334911639791,0.9988529367172464
7,0.85,562.0,0.0073628981433976,0.9982572002053832
8,0.8,562.0,0.0074394399744151,0.9981500004566236
9,0.9,395.0,0.0074686064066155,0.9985616791244952
10,0.9,249.0,0.0075214985432192,0.9985090084358164
11,0.9,237.0,0.007557083083672,0.998520527893726
12,0.95,759.0,0.0075583834038395,0.99824559573249
13,0.9,936.0,0.0075616557717949,0.9981219666620856
14,0.9,968.0,0.0075849433624658,0.9983482549669128
15,0.95,237.0,0.0075901575500312,0.9985440980946696
16,0.95,78.0,0.0076010836779707,0.9984384752376926
17,0.8,791.0,0.0076951360197583,0.9983661434863343
18,0.95,725.0,0.0077893260120891,0.9984568212444128
19,0.85,490.0,0.0078058942167432,0.9980179619694116
20,0.95,16.0,0.0073334911639791,0.9988529367172464
21,0.95,794.0,0.0068864704818212,0.9988410216594232
22,0.9,78.0,0.0067579516447525,0.9987061782102558
23,0.9,395.0,0.0074686064066155,0.9985616791244952
24,0.95,237.0,0.0075901575500312,0.9985440980946696
25,0.9,725.0,0.0081138007183632,0.9985259621762628
26,0.9,237.0,0.007557083083672,0.998520527893726
27,0.9,249.0,0.0075214985432192,0.9985090084358164
28,0.95,986.0,0.0072538418340294,0.9984759486907012
29,0.95,816.0,0.0088074116036848,0.9984642057629516
30,0.95,725.0,0.0077893260120891,0.9984568212444128
31,0.9,731.0,0.0082204141167623,0.9984546495395348
32,0.95,147.0,0.007840087370254,0.9984477438721854
33,0.95,78.0,0.0076010836779707,0.9984384752376926
34,0.85,794.0,0.0080590956097069,0.9984300430774624
35,0.9,951.0,0.008199659077223,0.998424981592549
36,0.75,16.0,0.0082118678805218,0.99841045624353
37,0.85,877.0,0.0082976293105997,0.9984044788050132
38,0.9,490.0,0.0071963831263082,0.9983801802175156
39,0.65,16.0,0.0080839574999796,0.998377890006694
